condition,agent_type,seed,survival_pre,survival_post1,survival_late,coop_pre,coop_post1,coop_late,apparent_informed_pre,apparent_informed_post1,apparent_informed_late,true_informed_pre,true_informed_post1,true_informed_late,false_certified_pre,false_certified_post1,false_certified_late,certification_error_pre,certification_error_post1,certification_error_late,uncertified_true_need_pre,uncertified_true_need_post1,uncertified_true_need_late,strict_usefulness_pre,strict_usefulness_post1,strict_usefulness_late,reciprocity_pre,reciprocity_post1,reciprocity_late
reset_d25,dqn,5,68.33333333333333,33.33333333333333,33.33333333333333,18,0,0,1.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0
reset_d25,scripted,5,100.0,100.0,100.0,19,5,8,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,0.0
reset_d50,dqn,5,68.33333333333333,33.33333333333333,33.33333333333333,18,0,0,1.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0
reset_d50,scripted,5,100.0,100.0,100.0,19,6,7,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,0.0
reset_d100,dqn,5,68.33333333333333,33.33333333333333,33.33333333333333,18,0,0,1.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0
reset_d100,scripted,5,100.0,100.0,100.0,19,6,8,1.0,1.0,1.0,1.0,0.3333333333333333,0.875,0.0,0.6666666666666666,0.125,0.0,0.6666666666666666,0.125,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,1.0
no_crisis,dqn,6,100.0,100.0,100.0,86,22,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
no_crisis,scripted,6,100.0,100.0,100.0,21,3,8,1.0,1.0,1.0,0.9047619047619048,1.0,0.875,0.09523809523809523,0.0,0.125,0.09523809523809523,0.0,0.125,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,dqn,6,100.0,100.0,66.66666666666666,86,18,38,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ordinary_disturbance,scripted,6,100.0,100.0,100.0,21,4,8,1.0,1.0,1.0,0.9047619047619048,1.0,0.875,0.09523809523809523,0.0,0.125,0.09523809523809523,0.0,0.125,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,1.0
cert_crisis_used_channel,dqn,6,100.0,95.33333333333334,33.33333333333333,86,9,0,1.0,0.8888888888888888,0.0,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44680851063829785,0.0,1.0,0.8888888888888888,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,6,100.0,100.0,100.0,21,8,9,1.0,1.0,1.0,0.9047619047619048,0.25,0.4444444444444444,0.09523809523809523,0.75,0.5555555555555556,0.09523809523809523,0.75,0.5555555555555556,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,0.0
cert_crisis_unused_channel,dqn,6,100.0,100.0,100.0,86,22,43,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.05172413793103448,0.0364963503649635,1.0,0.9545454545454546,1.0,1.0,1.0,1.0
cert_crisis_unused_channel,scripted,6,100.0,100.0,100.0,21,5,17,1.0,1.0,1.0,0.9047619047619048,0.6,0.7647058823529411,0.09523809523809523,0.4,0.23529411764705882,0.09523809523809523,0.4,0.23529411764705882,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,1.0
reset_d10,dqn,6,100.0,100.0,100.0,86,20,45,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.0,1.0,0.95,1.0,1.0,1.0,1.0
reset_d10,scripted,6,100.0,100.0,100.0,21,6,8,1.0,1.0,1.0,0.9047619047619048,0.3333333333333333,0.75,0.09523809523809523,0.6666666666666666,0.25,0.09523809523809523,0.6666666666666666,0.25,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,1.0
reset_d25,dqn,6,100.0,100.0,100.0,86,12,29,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.37037037037037035,0.0,1.0,1.0,0.9310344827586207,1.0,1.0,1.0
reset_d25,scripted,6,100.0,100.0,100.0,21,7,6,1.0,1.0,1.0,0.9047619047619048,0.2857142857142857,0.8333333333333334,0.09523809523809523,0.7142857142857143,0.16666666666666666,0.09523809523809523,0.7142857142857143,0.16666666666666666,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,1.0
reset_d50,dqn,6,100.0,95.33333333333334,33.33333333333333,86,9,0,1.0,0.8888888888888888,0.0,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44680851063829785,0.0,1.0,0.8888888888888888,0.0,1.0,0.0,0.0
reset_d50,scripted,6,100.0,100.0,100.0,21,8,8,1.0,1.0,1.0,0.9047619047619048,0.25,1.0,0.09523809523809523,0.75,0.0,0.09523809523809523,0.75,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,1.0
reset_d100,dqn,6,100.0,95.33333333333334,33.33333333333333,86,9,0,1.0,0.8888888888888888,0.0,1.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44680851063829785,0.0,1.0,0.8888888888888888,0.0,1.0,0.0,0.0
reset_d100,scripted,6,100.0,100.0,100.0,21,8,9,1.0,1.0,1.0,0.9047619047619048,0.25,0.7777777777777778,0.09523809523809523,0.75,0.2222222222222222,0.09523809523809523,0.75,0.2222222222222222,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,1.0
no_crisis,dqn,7,100.0,100.0,33.33333333333333,59,13,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
no_crisis,scripted,7,100.0,100.0,100.0,20,3,7,1.0,1.0,1.0,0.9,1.0,0.8571428571428571,0.1,0.0,0.14285714285714285,0.1,0.0,0.14285714285714285,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,1.0
ordinary_disturbance,dqn,7,100.0,95.33333333333334,33.33333333333333,59,6,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.0
ordinary_disturbance,scripted,7,100.0,100.0,100.0,20,2,7,1.0,1.0,1.0,0.9,1.0,1.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,1.0
cert_crisis_used_channel,dqn,7,100.0,95.33333333333334,33.33333333333333,59,1,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,7,100.0,100.0,100.0,20,7,10,1.0,1.0,1.0,0.9,0.14285714285714285,0.7,0.1,0.8571428571428571,0.3,0.1,0.8571428571428571,0.3,0.0,0.0,0.0,0.1,0.0,0.2,1.0,1.0,1.0
cert_crisis_unused_channel,dqn,7,100.0,100.0,33.33333333333333,59,13,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,1.0,0.9230769230769231,0.0,1.0,1.0,0.0
cert_crisis_unused_channel,scripted,7,100.0,100.0,100.0,20,6,11,1.0,1.0,1.0,0.9,0.6666666666666666,0.7272727272727273,0.1,0.3333333333333333,0.2727272727272727,0.1,0.3333333333333333,0.2727272727272727,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0
reset_d10,dqn,7,100.0,100.0,33.33333333333333,59,13,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,1.0,1.0,0.0,1.0,1.0,0.0
reset_d10,scripted,7,100.0,100.0,100.0,20,4,7,1.0,1.0,1.0,0.9,0.25,1.0,0.1,0.75,0.0,0.1,0.75,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,1.0
reset_d25,dqn,7,100.0,95.33333333333334,33.33333333333333,59,2,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428571428571428,0.0,1.0,0.5,0.0,1.0,1.0,0.0
reset_d25,scripted,7,100.0,100.0,100.0,20,4,8,1.0,1.0,1.0,0.9,0.0,1.0,0.1,1.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0
reset_d50,dqn,7,100.0,95.33333333333334,33.33333333333333,59,1,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0
reset_d50,scripted,7,100.0,100.0,100.0,20,7,8,1.0,1.0,1.0,0.9,0.14285714285714285,0.875,0.1,0.8571428571428571,0.125,0.1,0.8571428571428571,0.125,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0
reset_d100,dqn,7,100.0,95.33333333333334,33.33333333333333,59,1,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0
reset_d100,scripted,7,100.0,100.0,100.0,20,7,8,1.0,1.0,1.0,0.9,0.14285714285714285,0.75,0.1,0.8571428571428571,0.25,0.1,0.8571428571428571,0.25,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0
no_crisis,dqn,8,85.83333333333333,33.33333333333333,33.33333333333333,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0
no_crisis,scripted,8,100.0,100.0,100.0,20,2,8,1.0,1.0,1.0,0.9,1.0,1.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,dqn,8,85.83333333333333,33.33333333333333,33.33333333333333,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,scripted,8,100.0,100.0,100.0,20,2,8,1.0,1.0,1.0,0.9,1.0,0.75,0.1,0.0,0.25,0.1,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,1.0
cert_crisis_used_channel,dqn,8,85.83333333333333,33.33333333333333,33.33333333333333,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,8,100.0,100.0,100.0,20,5,8,1.0,1.0,1.0,0.9,0.2,0.5,0.1,0.8,0.5,0.1,0.8,0.5,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0
cert_crisis_unused_channel,dqn,8,85.83333333333333,33.33333333333333,33.33333333333333,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0
cert_crisis_unused_channel,scripted,8,100.0,100.0,100.0,20,4,19,1.0,1.0,1.0,0.9,0.5,0.6842105263157895,0.1,0.5,0.3157894736842105,0.1,0.5,0.3157894736842105,0.0,0.0,0.0,0.1,0.0,0.21052631578947367,1.0,0.0,1.0
reset_d10,dqn,8,85.83333333333333,33.33333333333333,33.33333333333333,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0
reset_d10,scripted,8,100.0,100.0,100.0,20,3,8,1.0,1.0,1.0,0.9,0.6666666666666666,1.0,0.1,0.3333333333333333,0.0,0.1,0.3333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,1.0
reset_d25,dqn,8,85.83333333333333,33.33333333333333,33.33333333333333,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0
reset_d25,scripted,8,100.0,100.0,100.0,20,3,8,1.0,1.0,1.0,0.9,0.3333333333333333,1.0,0.1,0.6666666666666666,0.0,0.1,0.6666666666666666,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0
reset_d50,dqn,8,85.83333333333333,33.33333333333333,33.33333333333333,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0
reset_d50,scripted,8,100.0,100.0,100.0,20,5,8,1.0,1.0,1.0,0.9,0.2,1.0,0.1,0.8,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0
reset_d100,dqn,8,85.83333333333333,33.33333333333333,33.33333333333333,25,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.0,0.0,0.0
reset_d100,scripted,8,100.0,100.0,100.0,20,5,8,1.0,1.0,1.0,0.9,0.2,0.875,0.1,0.8,0.125,0.1,0.8,0.125,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0
no_crisis,dqn,9,62.83333333333333,33.33333333333333,33.33333333333333,25,0,0,0.88,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0
no_crisis,scripted,9,100.0,100.0,100.0,18,3,7,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,1.0
ordinary_disturbance,dqn,9,62.83333333333333,33.33333333333333,0.0,25,0,0,0.88,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,scripted,9,100.0,100.0,100.0,18,3,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
cert_crisis_used_channel,dqn,9,62.83333333333333,33.33333333333333,33.33333333333333,25,0,0,0.88,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,9,100.0,100.0,100.0,18,6,12,1.0,1.0,1.0,1.0,0.3333333333333333,0.5833333333333334,0.0,0.6666666666666666,0.4166666666666667,0.0,0.6666666666666666,0.4166666666666667,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,1.0
cert_crisis_unused_channel,dqn,9,62.83333333333333,33.33333333333333,33.33333333333333,25,0,0,0.88,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0
cert_crisis_unused_channel,scripted,9,100.0,100.0,100.0,18,8,23,1.0,1.0,1.0,1.0,0.625,0.5652173913043478,0.0,0.375,0.43478260869565216,0.0,0.375,0.43478260869565216,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,1.0,1.0
reset_d10,dqn,9,62.83333333333333,33.33333333333333,33.33333333333333,25,0,0,0.88,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0
reset_d10,scripted,9,100.0,100.0,100.0,18,4,8,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
reset_d25,dqn,9,62.83333333333333,33.33333333333333,33.33333333333333,25,0,0,0.88,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0
reset_d25,scripted,9,100.0,100.0,100.0,18,5,8,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
reset_d50,dqn,9,62.83333333333333,33.33333333333333,33.33333333333333,25,0,0,0.88,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0
reset_d50,scripted,9,100.0,100.0,100.0,18,6,8,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
reset_d100,dqn,9,62.83333333333333,33.33333333333333,33.33333333333333,25,0,0,0.88,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.0,0.0,0.0
reset_d100,scripted,9,100.0,100.0,100.0,18,6,8,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
no_crisis,dqn,10,100.0,100.0,100.0,84,22,46,1.0,0.9545454545454546,1.0,0.9761904761904762,0.9545454545454546,0.9782608695652174,0.023809523809523808,0.0,0.021739130434782608,0.023809523809523808,0.0,0.021739130434782608,0.0,0.0,0.0,0.9761904761904762,0.9545454545454546,0.9782608695652174,1.0,1.0,1.0
no_crisis,scripted,10,100.0,100.0,100.0,19,4,7,1.0,1.0,1.0,0.8947368421052632,1.0,1.0,0.10526315789473684,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,dqn,10,100.0,100.0,0.0,84,17,0,1.0,0.9411764705882353,0.0,0.9761904761904762,0.9411764705882353,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.9761904761904762,0.9411764705882353,0.0,1.0,1.0,0.0
ordinary_disturbance,scripted,10,100.0,100.0,100.0,19,4,9,1.0,1.0,1.0,0.8947368421052632,1.0,0.7777777777777778,0.10526315789473684,0.0,0.2222222222222222,0.10526315789473684,0.0,0.2222222222222222,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,1.0
cert_crisis_used_channel,dqn,10,100.0,91.33333333333333,33.33333333333333,84,5,0,1.0,0.8,0.0,0.9761904761904762,0.8,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.5,0.0,0.9761904761904762,0.8,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,10,100.0,100.0,100.0,19,5,17,1.0,1.0,1.0,0.8947368421052632,0.2,0.4117647058823529,0.10526315789473684,0.8,0.5882352941176471,0.10526315789473684,0.8,0.5882352941176471,0.0,0.0,0.0,0.10526315789473684,0.0,0.058823529411764705,1.0,0.0,1.0
cert_crisis_unused_channel,dqn,10,100.0,100.0,100.0,84,21,46,1.0,0.9523809523809523,1.0,0.9761904761904762,0.9047619047619048,1.0,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.05,0.0,0.0,0.0,0.020134228187919462,0.9761904761904762,0.9047619047619048,1.0,1.0,1.0,1.0
cert_crisis_unused_channel,scripted,10,100.0,100.0,100.0,19,4,10,1.0,1.0,1.0,0.8947368421052632,0.75,0.7,0.10526315789473684,0.25,0.3,0.10526315789473684,0.25,0.3,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,0.0
reset_d10,dqn,10,100.0,100.0,100.0,84,22,46,1.0,0.9545454545454546,1.0,0.9761904761904762,0.9545454545454546,0.9782608695652174,0.023809523809523808,0.0,0.021739130434782608,0.023809523809523808,0.0,0.021739130434782608,0.0,0.05660377358490566,0.0,0.9761904761904762,0.9545454545454546,0.9782608695652174,1.0,1.0,1.0
reset_d10,scripted,10,100.0,100.0,100.0,19,4,8,1.0,1.0,1.0,0.8947368421052632,0.5,1.0,0.10526315789473684,0.5,0.0,0.10526315789473684,0.5,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,1.0
reset_d25,dqn,10,100.0,91.33333333333333,33.33333333333333,84,5,0,1.0,0.8,0.0,0.9761904761904762,0.8,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.5,0.0,0.9761904761904762,0.8,0.0,1.0,0.0,0.0
reset_d25,scripted,10,100.0,100.0,100.0,19,5,8,1.0,1.0,1.0,0.8947368421052632,0.4,1.0,0.10526315789473684,0.6,0.0,0.10526315789473684,0.6,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,0.0
reset_d50,dqn,10,100.0,91.33333333333333,33.33333333333333,84,5,0,1.0,0.8,0.0,0.9761904761904762,0.8,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.5,0.0,0.9761904761904762,0.8,0.0,1.0,0.0,0.0
reset_d50,scripted,10,100.0,100.0,100.0,19,5,7,1.0,1.0,1.0,0.8947368421052632,0.2,1.0,0.10526315789473684,0.8,0.0,0.10526315789473684,0.8,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,0.0
reset_d100,dqn,10,100.0,91.33333333333333,33.33333333333333,84,5,0,1.0,0.8,0.0,0.9761904761904762,0.8,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.5,0.0,0.9761904761904762,0.8,0.0,1.0,0.0,0.0
reset_d100,scripted,10,100.0,100.0,100.0,19,5,6,1.0,1.0,1.0,0.8947368421052632,0.2,1.0,0.10526315789473684,0.8,0.0,0.10526315789473684,0.8,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,0.0
no_crisis,dqn,11,73.83333333333333,33.33333333333333,33.33333333333333,43,0,0,1.0,0.0,0.0,0.9534883720930233,0.0,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,0.0,0.0,1.0,0.0,0.0
no_crisis,scripted,11,100.0,100.0,100.0,21,5,7,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.14285714285714285,0.2,0.0,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,dqn,11,73.83333333333333,33.33333333333333,33.33333333333333,43,0,0,1.0,0.0,0.0,0.9534883720930233,0.0,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,0.0,0.0,1.0,0.0,0.0
ordinary_disturbance,scripted,11,100.0,100.0,100.0,21,3,7,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,0.0,1.0
cert_crisis_used_channel,dqn,11,73.83333333333333,33.33333333333333,33.33333333333333,43,0,0,1.0,0.0,0.0,0.9534883720930233,0.0,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,0.0,0.0,1.0,0.0,0.0
cert_crisis_used_channel,scripted,11,100.0,100.0,100.0,21,17,8,1.0,1.0,1.0,0.8571428571428571,0.35294117647058826,0.5,0.14285714285714285,0.6470588235294118,0.5,0.14285714285714285,0.6470588235294118,0.5,0.0,0.0,0.0,0.09523809523809523,0.058823529411764705,0.0,1.0,1.0,1.0
cert_crisis_unused_channel,dqn,11,73.83333333333333,33.33333333333333,33.33333333333333,43,0,0,1.0,0.0,0.0,0.9534883720930233,0.0,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,0.0,0.0,1.0,0.0,0.0
cert_crisis_unused_channel,scripted,11,100.0,100.0,100.0,21,6,9,1.0,1.0,1.0,0.8571428571428571,0.6666666666666666,0.8888888888888888,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,1.0,1.0
reset_d10,dqn,11,73.83333333333333,33.33333333333333,33.33333333333333,43,0,0,1.0,0.0,0.0,0.9534883720930233,0.0,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,0.0,0.0,1.0,0.0,0.0
reset_d10,scripted,11,100.0,100.0,100.0,21,6,8,1.0,1.0,1.0,0.8571428571428571,0.6666666666666666,1.0,0.14285714285714285,0.3333333333333333,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,1.0,1.0,1.0
reset_d25,dqn,11,73.83333333333333,33.33333333333333,33.33333333333333,43,0,0,1.0,0.0,0.0,0.9534883720930233,0.0,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,0.0,0.0,1.0,0.0,0.0
reset_d25,scripted,11,100.0,100.0,100.0,21,11,8,1.0,1.0,1.0,0.8571428571428571,0.45454545454545453,1.0,0.14285714285714285,0.5454545454545454,0.0,0.14285714285714285,0.5454545454545454,0.0,0.0,0.0,0.0,0.09523809523809523,0.09090909090909091,0.0,1.0,1.0,1.0
reset_d50,dqn,11,73.83333333333333,33.33333333333333,33.33333333333333,43,0,0,1.0,0.0,0.0,0.9534883720930233,0.0,0.0,0.046511627906976744,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,0.0,0.0,1.0,0.0,0.0
reset_d50,scripted,11,100.0,100.0,100.0,21,17,7,1.0,1.0,1.0,0.8571428571428571,0.35294117647058826,0.8571428571428571,0.14285714285714285,0.6470588235294118,0.14285714285714285,0.14285714285714285,0.6470588235294118,0.14285714285714285,0.0,0.0,0.0,0.09523809523809523,0.058823529411764705,0.0,1.0,1.0,1.0
