seed,src,dst,target_regime,d_beh,d_cost,signed_cost,floor,ref_train_steps,steps_to_reach,censored,positive_transfer
9,normal_h8,wind_h8,wind,0.02262813039124012,0.5290478553090777,-6.860833094706609,0.03649365286978464,1400,80,False,True
9,normal_h8,damped_h8,damped,0.032879505306482315,2.0681991973330103,0.10879707392600704,0.009620588639425854,1400,200,False,False
9,normal_h8,blur_h8,blur,0.03887493163347244,3.6832362120113675,2.669192869984915,0.03132894587895227,1400,380,False,False
9,normal_h16,wind_h8,wind,0.030039114877581596,0.23033685343606136,-6.6040366989752615,0.023747165051717607,1400,40,False,True
9,normal_h16,damped_h8,damped,0.050507765263319016,1.5584445822215272,-0.35741225494042256,0.006737508068955134,1400,140,False,True
9,normal_h16,blur_h8,blur,0.02327520027756691,2.0257696154571714,0.25936164458592714,0.01950838225228446,1400,340,False,False
9,compressed_h2,wind_h8,wind,0.04080502316355705,8.01476893254689,8.01476893254689,0.06105709416525704,1400,800,True,False
9,compressed_h2,damped_h8,damped,0.07259978353977203,12.663685807159972,12.663685807159972,0.05524220693679083,1400,800,True,False
9,compressed_h2,blur_h8,blur,0.05328092724084854,11.026378519005247,11.026378519005247,0.06315880881415473,1400,800,True,False
9,wind_h8,normal_h8,normal,0.02262813039124012,5.612569008081679,5.344657424896482,0.03183715381319561,1400,560,False,False
9,wind_h8,normal_h16,normal,0.030039114877581596,5.59645049581452,5.323177848070387,0.03183715381319561,1400,540,False,False
9,wind_h8,compressed_h2,normal,0.04080502316355705,5.596263290397703,5.329849404475043,0.03183715381319561,1400,540,False,False
9,wind_h8,damped_h8,damped,0.040098030120134354,2.739969585977849,1.2693442258215135,0.009620588639425854,1400,220,False,False
9,wind_h8,blur_h8,blur,0.04003700241446495,4.233463549424732,3.835696906797469,0.03132894587895227,1400,480,False,False
9,wind_h8,velocity_aux_h8,normal,0.02554965391755104,5.562382203718974,5.278266721774663,0.03183715381319561,1400,540,False,False
9,damped_h8,normal_h8,normal,0.032879505306482315,8.915522031840823,8.71115608962755,0.03183715381319561,1400,580,False,False
9,damped_h8,normal_h16,normal,0.050507765263319016,8.922279078335988,8.716991333261367,0.03183715381319561,1400,580,False,False
9,damped_h8,compressed_h2,normal,0.07259978353977203,8.883297435347993,8.672505934560109,0.03183715381319561,1400,580,False,False
9,damped_h8,wind_h8,wind,0.040098030120134354,5.702797950260223,2.2649760028672596,0.03649365286978464,1400,340,False,False
9,damped_h8,blur_h8,blur,0.0538257397711277,10.934395569184467,10.841366490674394,0.03132894587895227,1400,620,False,False
9,damped_h8,velocity_aux_h8,normal,0.05487607419490814,8.858522186676659,8.646531933356844,0.03183715381319561,1400,580,False,False
9,blur_h8,normal_h8,normal,0.03887493163347244,2.984176184449876,2.176821258332992,0.03183715381319561,1400,400,False,False
9,blur_h8,normal_h16,normal,0.02327520027756691,2.9376580729371025,2.1049069743307802,0.03183715381319561,1400,400,False,False
9,blur_h8,compressed_h2,normal,0.05328092724084854,2.9226337174574533,2.0671075875796965,0.03183715381319561,1400,400,False,False
9,blur_h8,wind_h8,wind,0.04003700241446495,0.9183403859062802,-5.441218737098904,0.03649365286978464,1400,100,False,True
9,blur_h8,damped_h8,damped,0.0538257397711277,2.579967065581253,0.7240333989380834,0.009620588639425854,1400,220,False,False
9,blur_h8,velocity_aux_h8,normal,0.02972673997282982,2.913061668475468,2.0491384092777483,0.03183715381319561,1400,400,False,False
9,velocity_aux_h8,wind_h8,wind,0.02554965391755104,0.4117542628257991,-5.257749409429613,0.03664705630332705,1400,80,False,True
9,velocity_aux_h8,damped_h8,damped,0.05487607419490814,3.4317994342436866,1.106228953996112,0.010779789184767102,1400,200,False,False
9,velocity_aux_h8,blur_h8,blur,0.02972673997282982,3.426724632581075,3.397293886495015,0.031048482183426145,1400,540,False,False
