seed,source,intermediate,dest,leg2,is_null,pathlen
3,normal,normal,wind,0.0,True,0.0375758558511734
3,normal,normal,damped,1.3818771254921718,True,0.05529749393463135
3,normal,normal,blur,0.5965071476641153,True,0.03728018328547478
3,normal,wind,wind,0.0,False,0.0375758558511734
3,normal,wind,damped,1.4335442818109954,False,0.09398988634347916
3,normal,wind,blur,1.0390600547904059,False,0.08595190942287445
3,normal,damped,wind,0.3223664874122256,False,0.1117115244269371
3,normal,damped,damped,0.0,False,0.05529749393463135
3,normal,damped,blur,3.339789421785444,False,0.11436411365866661
3,normal,blur,wind,0.25675711887223385,False,0.08565623685717583
3,normal,blur,damped,2.0697836827427625,False,0.09634680300951004
3,normal,blur,blur,0.0,False,0.03728018328547478
3,wind,normal,normal,0.0,False,0.0375758558511734
3,wind,normal,damped,1.5579285545954626,False,0.09287334978580475
3,wind,normal,blur,0.8114826111566449,False,0.07485603913664818
3,wind,wind,normal,0.08577117040043783,True,0.0375758558511734
3,wind,wind,damped,2.63439983153154,True,0.056414030492305756
3,wind,wind,blur,2.18355997971126,True,0.04837605357170105
3,wind,damped,normal,1.6142093922410692,False,0.1117115244269371
3,wind,damped,damped,0.0,False,0.056414030492305756
3,wind,damped,blur,4.232549812112534,False,0.11548065021634102
3,wind,blur,normal,0.3110956592219216,False,0.08565623685717583
3,wind,blur,damped,2.4576286340043665,False,0.10744267329573631
3,wind,blur,blur,0.0,False,0.04837605357170105
3,damped,normal,normal,0.0,False,0.05529749393463135
3,damped,normal,wind,0.012578864892323766,False,0.09287334978580475
3,damped,normal,blur,2.1598869207359486,False,0.09257767722010612
3,damped,wind,normal,0.07688732232366283,False,0.09398988634347916
3,damped,wind,wind,0.0,False,0.056414030492305756
3,damped,wind,blur,3.938685095026378,False,0.1047900840640068
3,damped,damped,normal,3.018531738292603,True,0.05529749393463135
3,damped,damped,wind,1.0973625992025646,True,0.056414030492305756
3,damped,damped,blur,8.27101590094112,True,0.05906661972403526
3,damped,blur,normal,0.19443095156124648,False,0.09634680300951004
3,damped,blur,wind,0.09914697493825633,False,0.10744267329573631
3,damped,blur,blur,0.7516307376679912,False,0.05906661972403526
3,blur,normal,normal,0.0,False,0.03728018328547478
3,blur,normal,wind,0.0,False,0.07485603913664818
3,blur,normal,damped,1.070330571205843,False,0.09257767722010612
3,blur,wind,normal,0.0,False,0.08595190942287445
3,blur,wind,wind,0.0,False,0.04837605357170105
3,blur,wind,damped,1.6223794121354347,False,0.1047900840640068
3,blur,damped,normal,0.8923269609610237,False,0.11436411365866661
3,blur,damped,wind,0.22087184020451137,False,0.11548065021634102
3,blur,damped,damped,0.0,False,0.05906661972403526
3,blur,blur,normal,0.14991129863829833,True,0.03728018328547478
3,blur,blur,wind,0.10194117114657453,True,0.04837605357170105
3,blur,blur,damped,2.8201082101062176,True,0.05906661972403526
