seed,src,dst,target_regime,d_beh,d_cost,signed_cost,floor,ref_train_steps,steps_to_reach,censored,positive_transfer
7,normal_h8,wind_h8,wind,0.021240748465061188,0.3829516910371326,-14.702649175411183,0.04977634974888393,1400,40,False,True
7,normal_h8,damped_h8,damped,0.07124121487140656,5.242852719589359,4.679726197842568,0.009475588325470213,1400,380,False,False
7,normal_h8,blur_h8,blur,0.02770010009407997,2.105249230350766,1.7573459233556477,0.030509136971973237,1400,400,False,False
7,normal_h16,wind_h8,wind,0.0232460368424654,0.4872017443653137,-11.72253469194448,0.03138511956684173,1400,40,False,True
7,normal_h16,damped_h8,damped,0.05820276588201523,1.9680593143261613,0.41321512160911456,0.00586567861693246,1400,160,False,False
7,normal_h16,blur_h8,blur,0.03061564266681671,2.8496716448238937,2.130412953240533,0.018145970503489175,1400,460,False,False
7,compressed_h2,wind_h8,wind,0.04535665735602379,11.758425880046119,11.758425880046119,0.07025634220668248,1400,780,False,False
7,compressed_h2,damped_h8,damped,0.07571280002593994,21.98754730111077,21.98754730111077,0.03221997419993083,1400,760,False,False
7,compressed_h2,blur_h8,blur,0.045263029634952545,2.9045970014163456,2.211663658656775,0.07173647691333104,1400,300,False,False
7,wind_h8,normal_h8,normal,0.021240748465061188,3.100906915607906,1.6036079166427502,0.031319675369868204,1400,360,False,False
7,wind_h8,normal_h16,normal,0.0232460368424654,3.0464057160748372,1.4974649387692638,0.031319675369868204,1400,360,False,False
7,wind_h8,compressed_h2,normal,0.04535665735602379,3.0421996419391926,1.5112496524576144,0.031319675369868204,1400,360,False,False
7,wind_h8,damped_h8,damped,0.06191945821046829,4.0212629974361445,3.2357510307596775,0.009475588325470213,1400,320,False,False
7,wind_h8,blur_h8,blur,0.028310323134064674,3.63196403781573,2.9195647622857765,0.030509136971973237,1400,440,False,False
7,wind_h8,velocity_aux_h8,normal,0.023576723411679268,3.0824444890022273,1.5965897024623916,0.031319675369868204,1400,360,False,False
7,damped_h8,normal_h8,normal,0.07124121487140656,14.76549883636217,14.76549883636217,0.031319675369868204,1400,800,True,False
7,damped_h8,normal_h16,normal,0.05820276588201523,14.895985117507353,14.895985117507353,0.031319675369868204,1400,800,True,False
7,damped_h8,compressed_h2,normal,0.07571280002593994,14.861849702066845,14.861849702066845,0.031319675369868204,1400,800,True,False
7,damped_h8,wind_h8,wind,0.06191945821046829,2.969894728490284,-2.6726451934803115,0.04977634974888393,1400,220,False,True
7,damped_h8,blur_h8,blur,0.04056311398744583,13.732161949078243,13.732161949078243,0.030509136971973237,1400,800,True,False
7,damped_h8,velocity_aux_h8,normal,0.05359499901533127,14.941343866170394,14.941343866170394,0.031319675369868204,1400,800,True,False
7,blur_h8,normal_h8,normal,0.02770010009407997,8.848251998897583,8.829016824090292,0.031319675369868204,1400,680,False,False
7,blur_h8,normal_h16,normal,0.03061564266681671,8.739088993223886,8.714913218740433,0.031319675369868204,1400,680,False,False
7,blur_h8,compressed_h2,normal,0.045263029634952545,8.825229132932328,8.803903647358455,0.031319675369868204,1400,680,False,False
7,blur_h8,wind_h8,wind,0.028310323134064674,1.8021154318537025,-5.627519811902729,0.04977634974888393,1400,200,False,True
7,blur_h8,damped_h8,damped,0.04056311398744583,2.9589068401190977,2.375373904608072,0.009475588325470213,1400,360,False,False
7,blur_h8,velocity_aux_h8,normal,0.02474616840481758,8.754083336345731,8.730135348108078,0.031319675369868204,1400,680,False,False
7,velocity_aux_h8,wind_h8,wind,0.023576723411679268,0.47924597206569847,-18.628493348757427,0.05608752284731184,1400,40,False,True
7,velocity_aux_h8,damped_h8,damped,0.05359499901533127,2.698035888610378,1.8470629195845323,0.008725197731502472,1400,300,False,False
7,velocity_aux_h8,blur_h8,blur,0.02474616840481758,2.095482127534017,0.7228516236184109,0.0326499517001803,1400,300,False,False
