seed,src,dst,target_regime,d_beh,d_cost,signed_cost,floor,ref_train_steps,steps_to_reach,censored,positive_transfer
8,normal_h8,wind_h8,wind,0.023775018751621246,0.0017070760802617713,-19.37399465507931,0.057162140286158,1120,0,False,True
8,normal_h8,damped_h8,damped,0.034381523728370667,2.7349494648358186,1.887782357160062,0.010287418914219689,1400,280,False,False
8,normal_h8,blur_h8,blur,0.023571398109197617,3.88626614260295,3.1880481614479925,0.030477306199452235,1400,460,False,False
8,normal_h16,wind_h8,wind,0.024499528110027313,0.0,-22.29876783572966,0.043222462941729836,980,0,False,True
8,normal_h16,damped_h8,damped,0.04819953069090843,1.5142156141144887,-0.7531459209701377,0.0071581876467144675,1400,120,False,True
8,normal_h16,blur_h8,blur,0.02140447124838829,0.9263312135423936,-1.8759182044674474,0.01896022633900718,1400,200,False,True
8,compressed_h2,wind_h8,wind,0.0455729216337204,0.0058620354485891535,-8.48386369338111,0.0735904300023639,1400,0,False,True
8,compressed_h2,damped_h8,damped,0.07195334881544113,10.878560356322737,10.878560356322737,0.041397557182917516,1400,800,True,False
8,compressed_h2,blur_h8,blur,0.040882352739572525,3.03660240059807,1.3502958672387226,0.06536108993348622,1400,300,False,False
8,wind_h8,normal_h8,normal,0.023775018751621246,0.21110286835640216,-7.620077709829995,0.04119848675198025,1400,40,False,True
8,wind_h8,normal_h16,normal,0.024499528110027313,0.20520731617533997,-7.655023810172833,0.04119848675198025,1400,40,False,True
8,wind_h8,compressed_h2,normal,0.0455729216337204,0.20851129388052336,-7.694759310474469,0.04119848675198025,1400,40,False,True
8,wind_h8,damped_h8,damped,0.04670552536845207,2.3678980488625783,0.5998001212756784,0.010287418914219689,1400,200,False,False
8,wind_h8,blur_h8,blur,0.02947195991873741,1.4344211339004451,-0.8942534871517679,0.030477306199452235,1400,220,False,True
8,wind_h8,velocity_aux_h8,normal,0.02412915602326393,0.20412663003755008,-7.703085543617365,0.04119848675198025,1400,40,False,True
8,damped_h8,normal_h8,normal,0.034381523728370667,4.156612597760701,0.802066834436525,0.04119848675198025,1400,300,False,False
8,damped_h8,normal_h16,normal,0.04819953069090843,4.208726644515992,0.8890906752101992,0.04119848675198025,1400,300,False,False
8,damped_h8,compressed_h2,normal,0.07195334881544113,4.218587269385656,0.8767380787739707,0.04119848675198025,1400,300,False,False
8,damped_h8,wind_h8,wind,0.04670552536845207,1.36587441346002,-14.626733987340849,0.057162140286158,1120,80,False,True
8,damped_h8,blur_h8,blur,0.050042442977428436,4.909737140886366,4.045770671632554,0.030477306199452235,1400,460,False,False
8,damped_h8,velocity_aux_h8,normal,0.024815313518047333,4.164137950965337,0.8158441954661946,0.04119848675198025,1400,300,False,False
8,blur_h8,normal_h8,normal,0.023571398109197617,0.9308513932757916,-2.121894206083007,0.04119848675198025,1400,140,False,True
8,blur_h8,normal_h16,normal,0.02140447124838829,0.9186980828406328,-2.1267305248313453,0.04119848675198025,1400,140,False,True
8,blur_h8,compressed_h2,normal,0.040882352739572525,0.9348523153199095,-2.132876574756605,0.04119848675198025,1400,140,False,True
8,blur_h8,wind_h8,wind,0.02947195991873741,0.0,-19.614436371222375,0.057162140286158,1120,0,False,True
8,blur_h8,damped_h8,damped,0.050042442977428436,3.717292576318695,2.9254500933937617,0.010287418914219689,1400,320,False,False
8,blur_h8,velocity_aux_h8,normal,0.02319670468568802,0.9271470738781832,-2.114269264870217,0.04119848675198025,1400,140,False,True
8,velocity_aux_h8,wind_h8,wind,0.02412915602326393,0.10381968532289773,-10.405240354793415,0.047497749896276566,1400,20,False,True
8,velocity_aux_h8,damped_h8,damped,0.024815313518047333,2.179520790775617,1.5709185541149173,0.010428106548294189,1400,300,False,False
8,velocity_aux_h8,blur_h8,blur,0.02319670468568802,2.0888011256853747,0.17044265781130322,0.03532653876713344,1400,340,False,False
