seed,src,via,dst,is_null,direct,leg1,leg2,chained
3,compressed_h2,__NULL__,damped_h8,True,22.31641973862572,0.6570562162096545,3.0742565535363697,3.731312769746024
3,compressed_h2,wind_h8,damped_h8,False,22.31641973862572,0.06556175436292361,5.734775742368092,5.800337496731016
3,compressed_h2,blur_h8,damped_h8,False,22.31641973862572,4.078974827887523,6.779202757846741,10.858177585734264
3,damped_h8,__NULL__,blur_h8,True,12.12413908186413,0.0,8.650752196709314,8.650752196709314
3,damped_h8,normal_h8,blur_h8,False,12.12413908186413,11.248016507379592,1.556171173141117,12.804187680520709
3,damped_h8,normal_h16,blur_h8,False,12.12413908186413,11.281071008197841,1.5887852396283844,12.869856247826226
3,damped_h8,compressed_h2,blur_h8,False,12.12413908186413,11.291024149410307,1.5862932049092797,12.877317354319587
3,damped_h8,wind_h8,blur_h8,False,12.12413908186413,0.0,2.2706070584910263,2.2706070584910263
3,damped_h8,velocity_aux_h8,blur_h8,False,12.12413908186413,11.343880880683187,1.61140949243591,12.955290373119098
3,damped_h8,__NULL__,velocity_aux_h8,True,11.317960936635261,0.0,8.37890712585714,8.37890712585714
3,damped_h8,wind_h8,velocity_aux_h8,False,11.317960936635261,0.0,3.2888013843506108,3.2888013843506108
3,damped_h8,blur_h8,velocity_aux_h8,False,11.317960936635261,11.964361844318255,1.6029240264305993,13.567285870748854
3,damped_h8,__NULL__,compressed_h2,True,11.30077057958595,0.0,8.321779637346191,8.321779637346191
3,damped_h8,wind_h8,compressed_h2,False,11.30077057958595,0.0,3.1289527565240856,3.1289527565240856
3,damped_h8,blur_h8,compressed_h2,False,11.30077057958595,12.094498302255364,1.602639761945558,13.69713806420092
3,damped_h8,__NULL__,normal_h8,True,11.242649699487387,0.0,8.335073540844617,8.335073540844617
3,damped_h8,wind_h8,normal_h8,False,11.242649699487387,0.0,3.269781450667078,3.269781450667078
3,damped_h8,blur_h8,normal_h8,False,11.242649699487387,11.985322486786622,1.624668052745244,13.609990539531866
3,damped_h8,__NULL__,normal_h16,True,11.192430487937393,0.0,8.37146573998625,8.37146573998625
3,damped_h8,wind_h8,normal_h16,False,11.192430487937393,0.0,3.209023315991674,3.209023315991674
3,damped_h8,blur_h8,normal_h16,False,11.192430487937393,11.847992636618168,1.5156841526428857,13.363676789261053
