seed,src,via,dst,is_null,direct,leg1,leg2,chained,advantage,dominates
0,compressed_h2,__NULL__,damped_h8,True,18.762857094643607,0.02653947519877603,13.956184850798715,13.982724325997491,0.2547657184902155,True
0,compressed_h2,wind_h8,damped_h8,False,18.762857094643607,3.034352991316051,13.853282991855863,16.887635983171915,0.09994326034743543,False
0,compressed_h2,blur_h8,damped_h8,False,18.762857094643607,1.4178890529133015,15.68488635714092,17.10277541005422,0.08847702011562533,False
0,damped_h8,__NULL__,blur_h8,True,8.805389212237463,0.14048734295462806,7.4024697310394725,7.542957073994101,0.1433703959944067,True
0,damped_h8,normal_h8,blur_h8,False,8.805389212237463,8.395489946244254,3.7248310967097207,12.120321042953975,-0.3764662470694107,False
0,damped_h8,normal_h16,blur_h8,False,8.805389212237463,8.355050658422801,3.676976961275888,12.032027619698688,-0.3664390442817611,False
0,damped_h8,compressed_h2,blur_h8,False,8.805389212237463,8.387363324089655,3.7192714564383986,12.106634780528054,-0.3749119418483649,False
0,damped_h8,wind_h8,blur_h8,False,8.805389212237463,0.38745884147901366,4.254107419460539,4.641566260939552,0.47287210717626843,True
0,damped_h8,velocity_aux_h8,blur_h8,False,8.805389212237463,8.343252970585745,3.6929928840152813,12.036245854601026,-0.3669180957808675,False
0,damped_h8,__NULL__,velocity_aux_h8,True,8.384640226288447,0.1433326217035452,6.577828091761421,6.7211607134649665,0.19839605134254373,True
0,damped_h8,wind_h8,velocity_aux_h8,False,8.384640226288447,0.38711815552105955,3.2290184805317517,3.6161366360528113,0.5687189266970452,True
0,damped_h8,blur_h8,velocity_aux_h8,False,8.384640226288447,8.804280730466996,2.4402628451112705,11.244543575578266,-0.34108837971641714,False
0,damped_h8,__NULL__,normal_h16,True,8.353145730873894,0.14126371030533125,6.466441877777613,6.607705588082944,0.20895602675045688,True
0,damped_h8,wind_h8,normal_h16,False,8.353145730873894,0.3908430527126977,3.2557614128740995,3.646604465586797,0.5634453674010911,True
0,damped_h8,blur_h8,normal_h16,False,8.353145730873894,8.777096742202366,2.4348601183247935,11.21195686052716,-0.3422436554754301,False
0,damped_h8,__NULL__,normal_h8,True,8.33277315989373,0.13757284417275395,6.555655329946486,6.693228174119239,0.19675862456759832,True
0,damped_h8,wind_h8,normal_h8,False,8.33277315989373,0.391331697267199,3.1892410171410384,3.5805727144082375,0.5703023896484058,True
0,damped_h8,blur_h8,normal_h8,False,8.33277315989373,8.735517744034059,2.4280892620010968,11.163607006035155,-0.3397228979862843,False
0,damped_h8,__NULL__,compressed_h2,True,8.326495083551556,0.13915416249443616,6.532694019968546,6.671848182462982,0.19872069634163603,True
0,damped_h8,wind_h8,compressed_h2,False,8.326495083551556,0.388635729513471,3.2133641550465226,3.6019998845599934,0.567405030758319,True
0,damped_h8,blur_h8,compressed_h2,False,8.326495083551556,8.712496975584639,2.4211939795622737,11.133690955146912,-0.3371401584252163,False
