seed,source,intermediate,dest,leg2,is_null,pathlen
1,normal,normal,wind,0.04461038609345755,True,0.04398711025714874
1,normal,normal,damped,1.8545305560978629,True,0.08939313143491745
1,normal,normal,blur,0.0,True,0.037582240998744965
1,normal,wind,wind,0.0,False,0.04398711025714874
1,normal,wind,damped,1.931909103242178,False,0.12068918347358704
1,normal,wind,blur,0.4078929017460536,False,0.09553948417305946
1,normal,damped,wind,0.7386494321482523,False,0.16609520465135574
1,normal,damped,damped,0.0,False,0.08939313143491745
1,normal,damped,blur,1.4390261017140888,False,0.15478240698575974
1,normal,blur,wind,0.29244016749518253,False,0.08913461491465569
1,normal,blur,damped,1.847599687439109,False,0.10297151654958725
1,normal,blur,blur,0.0,False,0.037582240998744965
1,wind,normal,normal,0.0,False,0.04398711025714874
1,wind,normal,damped,1.5826040820942986,False,0.1333802416920662
1,wind,normal,blur,0.0,False,0.08156935125589371
1,wind,wind,normal,0.37212203514008313,True,0.04398711025714874
1,wind,wind,damped,3.9391171981890993,True,0.0767020732164383
1,wind,wind,blur,0.8767568618059162,True,0.05155237391591072
1,wind,damped,normal,2.1670888553536125,False,0.16609520465135574
1,wind,damped,damped,0.0,False,0.0767020732164383
1,wind,damped,blur,1.572488613544949,False,0.14209134876728058
1,wind,blur,normal,0.05744501759135538,False,0.08913461491465569
1,wind,blur,damped,1.5819940821282445,False,0.116941649466753
1,wind,blur,blur,0.0,False,0.05155237391591072
1,damped,normal,normal,0.0,False,0.08939313143491745
1,damped,normal,wind,0.17526834422633766,False,0.1333802416920662
1,damped,normal,blur,0.11563973459932549,False,0.12697537243366241
1,damped,wind,normal,0.26630490734463647,False,0.12068918347358704
1,damped,wind,wind,0.0,False,0.0767020732164383
1,damped,wind,blur,0.9158966990690385,False,0.12825444713234901
1,damped,damped,normal,4.200583974993418,True,0.08939313143491745
1,damped,damped,wind,1.926480317399615,True,0.0767020732164383
1,damped,damped,blur,3.5994685637572466,True,0.06538927555084229
1,damped,blur,normal,0.09030527964470882,False,0.10297151654958725
1,damped,blur,wind,0.6325132094678425,False,0.116941649466753
1,damped,blur,blur,0.0,False,0.06538927555084229
1,blur,normal,normal,0.0,False,0.037582240998744965
1,blur,normal,wind,0.004257549132619526,False,0.08156935125589371
1,blur,normal,damped,1.695237511207187,False,0.12697537243366241
1,blur,wind,normal,0.0665985412067837,False,0.09553948417305946
1,blur,wind,wind,0.0,False,0.05155237391591072
1,blur,wind,damped,2.6159088822111256,False,0.12825444713234901
1,blur,damped,normal,1.3977064821455216,False,0.15478240698575974
1,blur,damped,wind,0.780531359570367,False,0.14209134876728058
1,blur,damped,damped,0.0,False,0.06538927555084229
1,blur,blur,normal,0.05520547098583649,True,0.037582240998744965
1,blur,blur,wind,0.2889254348618643,True,0.05155237391591072
1,blur,blur,damped,2.6058323785426123,True,0.06538927555084229
