seed,src,via,dst,is_null,direct,leg1,leg2,chained
6,compressed_h2,__NULL__,wind_h8,True,18.88285901622167,0.17995826970963302,15.082307249780685,15.262265519490319
6,compressed_h2,damped_h8,wind_h8,False,18.88285901622167,17.548486329733368,13.701578797802092,31.25006512753546
6,compressed_h2,blur_h8,wind_h8,False,18.88285901622167,15.108447462793379,16.03353608411456,31.141983546907937
6,compressed_h2,__NULL__,damped_h8,True,17.440126218019966,0.1797019754137319,12.308266235722432,12.487968211136163
6,compressed_h2,wind_h8,damped_h8,False,17.440126218019966,18.88995768531921,18.082588830401033,36.97254651572024
6,compressed_h2,blur_h8,damped_h8,False,17.440126218019966,15.089549651221624,16.516153505397217,31.60570315661884
6,damped_h8,__NULL__,blur_h8,True,15.423023821815619,0.9970194614595836,10.407081375992489,11.404100837452072
6,damped_h8,normal_h8,blur_h8,False,15.423023821815619,9.741191820729343,3.267474261541215,13.008666082270558
6,damped_h8,normal_h16,blur_h8,False,15.423023821815619,9.59030474935259,3.0162910989352647,12.606595848287855
6,damped_h8,compressed_h2,blur_h8,False,15.423023821815619,9.674756689440636,3.0139243432453706,12.688681032686008
6,damped_h8,wind_h8,blur_h8,False,15.423023821815619,3.157681116036006,2.8302704048535183,5.987951520889524
6,damped_h8,velocity_aux_h8,blur_h8,False,15.423023821815619,9.602088168973017,3.0199366098358533,12.622024778808871
6,compressed_h2,__NULL__,blur_h8,True,15.10426758773743,0.18094726971217612,11.607894374264612,11.788841643976788
6,compressed_h2,wind_h8,blur_h8,False,15.10426758773743,18.88236103360615,13.64238119030756,32.524742223913705
6,compressed_h2,damped_h8,blur_h8,False,15.10426758773743,17.034175048271816,5.264073110762095,22.29824815903391
6,damped_h8,__NULL__,normal_h8,True,9.778547869551748,1.0016257892998437,5.159992481981004,6.161618271280848
6,damped_h8,wind_h8,normal_h8,False,9.778547869551748,3.119840684391203,0.7805808115573153,3.9004214959485184
6,damped_h8,blur_h8,normal_h8,False,9.778547869551748,15.382205422908548,0.5921116329374765,15.974317055846024
6,damped_h8,__NULL__,compressed_h2,True,9.756523056399248,1.006768813327191,5.092863568237848,6.099632381565039
6,damped_h8,wind_h8,compressed_h2,False,9.756523056399248,3.1428638285114654,0.7202698332922799,3.8631336618037455
6,damped_h8,blur_h8,compressed_h2,False,9.756523056399248,15.4938713643286,0.6181260460898985,16.1119974104185
