seed,src,dst,direct,null,best_via,best,worst_via,worst,gain_vs_null,beats_null,route_spread,worst_beaten_by_null,compute_component,total_advantage
8,compressed_h2,damped_h8,10.878560356322737,4.180446536295,blur_h8,4.933064858591743,wind_h8,6.139747773844099,-0.1800329978538047,False,0.28864928776766535,True,0.6157169331817625,0.5465333006380212
8,damped_h8,blur_h8,4.909737140886366,2.177615426599033,wind_h8,1.9103299067133948,normal_h16,4.3797476206507024,0.12274229720308356,True,1.134000835856498,True,0.5564700585567596,0.610909942447852
8,damped_h8,compressed_h2,4.218587269385656,2.1526442931758045,wind_h8,1.4594946863159304,blur_h8,5.066421406609671,0.3219991380170236,True,1.675579533380514,True,0.489723891977399,0.6540323589113581
8,damped_h8,normal_h16,4.208726644515992,2.1043915522122196,wind_h8,1.4603707823488445,blur_h8,4.987253968677822,0.3060365687109678,True,1.6759633836304744,True,0.4999932925189474,0.6530136296089173
8,damped_h8,velocity_aux_h8,4.164137950965337,2.073134731205683,wind_h8,1.4543826357712824,blur_h8,4.995535924794181,0.29846207587026924,True,1.7081153654511652,True,0.5021455207253435,0.6507362020909693
8,damped_h8,normal_h8,4.156612597760701,2.095787288532371,wind_h8,1.4341149547743417,blur_h8,5.099586571019793,0.31571540555596284,True,1.748971203471843,True,0.49579441450438805,0.6549798854127169
