seed,src,dst,target_regime,d_beh,d_cost,signed_cost,floor,ref_train_steps,steps_to_reach,censored,positive_transfer
2,normal_h8,wind_h8,wind,0.032628320157527924,0.0,-30.513403248455784,0.0731256572027055,770,0,False,True
2,normal_h8,damped_h8,damped,0.03397287428379059,2.030673200294139,1.3664823566814732,0.008471227449084085,1400,280,False,False
2,normal_h8,blur_h8,blur,0.017833029851317406,9.362054305417201,9.362054305417201,0.028019952206384566,1400,800,True,False
2,normal_h16,wind_h8,wind,0.04060046747326851,0.6699346005916594,-5.685353212649862,0.025025292710652427,1400,80,False,True
2,normal_h16,damped_h8,damped,0.04116135835647583,1.199809544852802,-0.057433089803135794,0.005277810162968106,1400,160,False,True
2,normal_h16,blur_h8,blur,0.024596912786364555,6.326790353845036,6.314358754763528,0.01428166836027115,1400,720,False,False
2,compressed_h2,wind_h8,wind,0.07308412343263626,1.8380184145200824,-9.2039850680601,0.08371029240744454,1400,120,False,True
2,compressed_h2,damped_h8,damped,0.12198644131422043,21.821681085086997,21.821681085086997,0.030465400786626906,1400,800,True,False
2,compressed_h2,blur_h8,blur,0.07264415174722672,4.09002303131043,2.9335839303713005,0.07481286790635851,1400,280,False,False
2,wind_h8,normal_h8,normal,0.032628320157527924,0.5887486811668154,-6.584785315015958,0.04150151846900819,1400,80,False,True
2,wind_h8,normal_h16,normal,0.04060046747326851,0.6023412692168402,-6.3701056636988165,0.04150151846900819,1400,80,False,True
2,wind_h8,compressed_h2,normal,0.07308412343263626,0.6041444076432121,-6.396908777573753,0.04150151846900819,1400,80,False,True
2,wind_h8,damped_h8,damped,0.07470108568668365,6.354877944148721,5.976733085595897,0.008471227449084085,1400,440,False,False
2,wind_h8,blur_h8,blur,0.038132622838020325,6.402575660319555,6.4023285153366265,0.028019952206384566,1400,680,False,False
2,wind_h8,velocity_aux_h8,normal,0.03786896541714668,0.5926192237271204,-6.515586651270353,0.04150151846900819,1400,80,False,True
2,damped_h8,normal_h8,normal,0.03397287428379059,5.907547334356915,3.7320627607996526,0.04150151846900819,1400,400,False,False
2,damped_h8,normal_h16,normal,0.04116135835647583,5.910077315947366,3.748145314436112,0.04150151846900819,1400,400,False,False
2,damped_h8,compressed_h2,normal,0.12198644131422043,5.9068446055291215,3.749340231456457,0.04150151846900819,1400,400,False,False
2,damped_h8,wind_h8,wind,0.07470108568668365,0.0,-26.06474435636921,0.0731256572027055,770,0,False,True
2,damped_h8,blur_h8,blur,0.050740692764520645,15.470080743233364,15.470080743233364,0.028019952206384566,1400,800,True,False
2,damped_h8,velocity_aux_h8,normal,0.046830419450998306,5.909585977830584,3.7344732081133234,0.04150151846900819,1400,400,False,False
2,blur_h8,normal_h8,normal,0.017833029851317406,1.796963679412055,-1.6691596675959837,0.04150151846900819,1400,220,False,True
2,blur_h8,normal_h16,normal,0.024596912786364555,1.820321319122163,-1.6042060303309607,0.04150151846900819,1400,220,False,True
2,blur_h8,compressed_h2,normal,0.07264415174722672,1.824174898484397,-1.6173268880635965,0.04150151846900819,1400,220,False,True
2,blur_h8,wind_h8,wind,0.038132622838020325,0.0,-27.8499636404098,0.0731256572027055,770,0,False,True
2,blur_h8,damped_h8,damped,0.050740692764520645,3.4835338522754014,3.253641715480221,0.008471227449084085,1400,440,False,False
2,blur_h8,velocity_aux_h8,normal,0.023505771532654762,1.8199631690032902,-1.6076465892413296,0.04150151846900819,1400,220,False,True
2,velocity_aux_h8,wind_h8,wind,0.03786896541714668,0.5287391046682994,-6.0135788487063495,0.0371320246704041,1400,80,False,True
2,velocity_aux_h8,damped_h8,damped,0.046830419450998306,3.1085773449805054,2.8416411408947573,0.007422503214033823,1400,440,False,False
2,velocity_aux_h8,blur_h8,blur,0.023505771532654762,6.45005783485988,6.3802100344309745,0.027541223404899475,1400,620,False,False
