seed,src,via,dst,is_null,direct,leg1,leg2,chained
8,compressed_h2,__NULL__,damped_h8,True,10.878560356322737,1.7029103551592164,2.477536181135784,4.180446536295
8,compressed_h2,wind_h8,damped_h8,False,10.878560356322737,0.0058620354485891535,6.133885738395509,6.139747773844099
8,compressed_h2,blur_h8,damped_h8,False,10.878560356322737,3.0614771473975377,1.871587711194206,4.933064858591743
8,damped_h8,__NULL__,blur_h8,True,4.909737140886366,0.19424201394357388,1.9833734126554592,2.177615426599033
8,damped_h8,normal_h8,blur_h8,False,4.909737140886366,4.191236276002159,0.17936245458466657,4.370598730586825
8,damped_h8,normal_h16,blur_h8,False,4.909737140886366,4.18768134003594,0.1920662806147619,4.3797476206507024
8,damped_h8,compressed_h2,blur_h8,False,4.909737140886366,4.178403454167504,0.181251816806339,4.3596552709738425
8,damped_h8,wind_h8,blur_h8,False,4.909737140886366,1.3824978111282227,0.5278320955851721,1.9103299067133948
8,damped_h8,velocity_aux_h8,blur_h8,False,4.909737140886366,4.128622126484675,0.18094814817110694,4.3095702746557825
8,damped_h8,__NULL__,compressed_h2,True,4.218587269385656,0.2004758058086275,1.952168487367177,2.1526442931758045
8,damped_h8,wind_h8,compressed_h2,False,4.218587269385656,1.3722954061296253,0.08719928018630502,1.4594946863159304
8,damped_h8,blur_h8,compressed_h2,False,4.218587269385656,4.95333837847861,0.11308302813106116,5.066421406609671
8,damped_h8,__NULL__,normal_h16,True,4.208726644515992,0.19605800018660613,1.9083335520256133,2.1043915522122196
8,damped_h8,wind_h8,normal_h16,False,4.208726644515992,1.3744038948937065,0.08596688745513809,1.4603707823488445
8,damped_h8,blur_h8,normal_h16,False,4.208726644515992,4.88020226312062,0.10705170555720261,4.987253968677822
8,damped_h8,__NULL__,velocity_aux_h8,True,4.164137950965337,0.19612272533159417,1.877012005874089,2.073134731205683
8,damped_h8,wind_h8,velocity_aux_h8,False,4.164137950965337,1.370907333162096,0.0834753026091864,1.4543826357712824
8,damped_h8,blur_h8,velocity_aux_h8,False,4.164137950965337,4.892875866757498,0.10266005803668321,4.995535924794181
8,damped_h8,__NULL__,normal_h8,True,4.156612597760701,0.19687151187469096,1.89891577665768,2.095787288532371
8,damped_h8,wind_h8,normal_h8,False,4.156612597760701,1.3551421685824316,0.07897278619191012,1.4341149547743417
8,damped_h8,blur_h8,normal_h8,False,4.156612597760701,4.9844546455239485,0.11513192549584411,5.099586571019793
