seed,rho,rho_sym,censored_frac,positive_transfer_frac,asymmetry,n_dominated_pairs,best_advantage
0,0.7776422336839882,0.8185883518926541,0.03333333333333333,0.6,0.6560277476856529,6,0.6856465426292191
1,0.532382520383893,0.575,0.0,0.5666666666666667,0.7138247698659534,2,0.5996797998624505
