seed,src,dst,target_regime,d_beh,d_cost,signed_cost,floor,ref_train_steps,steps_to_reach,censored,positive_transfer
0,normal_h8,wind_h8,wind,0.021304871886968613,0.0,-26.91703458816286,0.0644879628741552,840,0,False,True
0,normal_h8,damped_h8,damped,0.04615964740514755,3.4955954541053096,2.4717836765247214,0.010343366766732837,1400,280,False,False
0,normal_h8,blur_h8,blur,0.020778993144631386,6.92838673269938,6.92838673269938,0.03057926855390034,1400,800,True,False
0,normal_h16,wind_h8,wind,0.020850080996751785,0.0,-40.401543656511905,0.06784458236088828,350,0,False,True
0,normal_h16,damped_h8,damped,0.04564424231648445,1.7121039979041568,-0.014704006916237078,0.007024344991123865,1400,160,False,True
0,normal_h16,blur_h8,blur,0.027375780045986176,10.234915350164686,10.234915350164686,0.013090349237124125,1400,800,True,False
0,compressed_h2,wind_h8,wind,0.036554004997015,3.0565226967372556,1.7726528852704917,0.07028204751393152,1400,300,False,False
0,compressed_h2,damped_h8,damped,0.06362515687942505,27.881340207561625,27.881340207561625,0.024857573471372088,1400,800,True,False
0,compressed_h2,blur_h8,blur,0.03587858006358147,1.4160671886943623,-2.830209102895528,0.07183912784334213,1400,160,False,True
0,wind_h8,normal_h8,normal,0.021304871886968613,2.1329139305485607,0.5980402803610212,0.031352382803720144,1400,320,False,False
0,wind_h8,normal_h16,normal,0.020850080996751785,2.202220848155399,0.733761201775261,0.031352382803720144,1400,320,False,False
0,wind_h8,compressed_h2,normal,0.036554004997015,2.147202715041144,0.6145557226642697,0.031352382803720144,1400,320,False,False
0,wind_h8,damped_h8,damped,0.037065304815769196,2.6313844797393635,0.8443074652422528,0.010343366766732837,1400,220,False,False
0,wind_h8,blur_h8,blur,0.032610516995191574,4.7121313190649445,4.615308257558991,0.03057926855390034,1400,600,False,False
0,wind_h8,velocity_aux_h8,normal,0.01945761777460575,2.1302293118030295,0.6048675943461657,0.031352382803720144,1400,320,False,False
0,damped_h8,normal_h8,normal,0.04615964740514755,9.760718868365363,9.727382165808526,0.031352382803720144,1400,660,False,False
0,damped_h8,normal_h16,normal,0.04564424231648445,9.66703345567461,9.63140475442485,0.031352382803720144,1400,660,False,False
0,damped_h8,compressed_h2,normal,0.06362515687942505,9.725378435755532,9.69139257546455,0.031352382803720144,1400,660,False,False
0,damped_h8,wind_h8,wind,0.037065304815769196,0.390136517702587,-20.20355837733027,0.0644879628741552,840,40,False,True
0,damped_h8,blur_h8,blur,0.05208376795053482,11.870255825538482,11.870255825538482,0.03057926855390034,1400,800,True,False
0,damped_h8,velocity_aux_h8,normal,0.03854960948228836,9.703331155909428,9.668572251758874,0.031352382803720144,1400,660,False,False
0,blur_h8,normal_h8,normal,0.020778993144631386,5.959536447884544,5.800240532746389,0.031352382803720144,1400,600,False,False
0,blur_h8,normal_h16,normal,0.027375780045986176,6.022055600843729,5.869450427710061,0.031352382803720144,1400,600,False,False
0,blur_h8,compressed_h2,normal,0.03587858006358147,6.051464314025544,5.918140075509509,0.031352382803720144,1400,620,False,False
0,blur_h8,wind_h8,wind,0.032610516995191574,0.0,-23.50995711178062,0.0644879628741552,840,0,False,True
0,blur_h8,damped_h8,damped,0.05208376795053482,5.291030986086716,4.691034235355874,0.010343366766732837,1400,400,False,False
0,blur_h8,velocity_aux_h8,normal,0.027013568207621574,6.040538530028053,5.891392066838247,0.031352382803720144,1400,620,False,False
0,velocity_aux_h8,wind_h8,wind,0.01945761777460575,0.0,-27.985442797342944,0.06376299176897321,700,0,False,True
0,velocity_aux_h8,damped_h8,damped,0.03854960948228836,2.163742935491933,0.13502783600300144,0.011198976446711828,1400,200,False,False
0,velocity_aux_h8,blur_h8,blur,0.027013568207621574,6.856852251858937,6.856852251858937,0.027660712174006872,1400,800,True,False
