seed,rho,rho_sym,asymmetry,positive_transfer_frac,censored_frac,ref_steps_median,n_dominated_pairs,best_advantage,tri_violation_rate,null_advantage,null_dominates
0,0.5073062696422614,0.6989292206643375,0.7226251199363833,0.16666666666666666,0.4666666666666667,1400.0,5,0.5703023896484058,0.3333333333333333,0.19855837384208988,True
1,0.6073182219998295,0.7274355004810266,0.6611977931340228,0.5,0.06666666666666667,1400.0,3,0.7446904825431693,0.6666666666666666,0.20730497900968975,True
