seed,src,via,dst,is_null,direct,leg1,leg2,chained
9,compressed_h2,__NULL__,damped_h8,True,12.663685807159972,14.506269966799113,4.490631832962945,18.996901799762057
9,compressed_h2,wind_h8,damped_h8,False,12.663685807159972,8.050755554721468,5.783815256186895,13.834570810908364
9,compressed_h2,blur_h8,damped_h8,False,12.663685807159972,10.970675318960165,7.608874496959507,18.57954981591967
9,compressed_h2,__NULL__,blur_h8,True,11.026378519005247,14.527555600045215,5.443723787391,19.971279387436216
9,compressed_h2,wind_h8,blur_h8,False,11.026378519005247,8.019031751723517,5.572302064252282,13.5913338159758
9,compressed_h2,damped_h8,blur_h8,False,11.026378519005247,12.596360541525343,12.578499252834025,25.174859794359367
9,damped_h8,__NULL__,blur_h8,True,10.934395569184467,0.011775435909392312,9.963493922400094,9.975269358309486
9,damped_h8,normal_h8,blur_h8,False,10.934395569184467,8.886677536226452,0.6058783417656307,9.492555877992084
9,damped_h8,normal_h16,blur_h8,False,10.934395569184467,8.907022750093823,0.6095682188631998,9.516590968957022
9,damped_h8,compressed_h2,blur_h8,False,10.934395569184467,8.860829908223376,0.6007599523143162,9.461589860537693
9,damped_h8,wind_h8,blur_h8,False,10.934395569184467,5.761652805502452,0.7176561923254104,6.479308997827863
9,damped_h8,velocity_aux_h8,blur_h8,False,10.934395569184467,8.880305671975723,0.6180852012974876,9.49839087327321
9,damped_h8,__NULL__,normal_h16,True,8.922279078335988,0.011775435909392312,6.985480181045,6.9972556169543925
9,damped_h8,wind_h8,normal_h16,False,8.922279078335988,5.707308616903094,0.37415167263575966,6.081460289538854
9,damped_h8,blur_h8,normal_h16,False,8.922279078335988,10.9170926047696,0.4316985427387175,11.348791147508317
9,damped_h8,__NULL__,normal_h8,True,8.915522031840823,0.011775435909392312,7.079733547237184,7.091508983146576
9,damped_h8,wind_h8,normal_h8,False,8.915522031840823,5.6880605031573594,0.387313710791724,6.075374213949083
9,damped_h8,blur_h8,normal_h8,False,8.915522031840823,10.835494807315248,0.41013976836961397,11.245634575684862
9,damped_h8,__NULL__,compressed_h2,True,8.883297435347993,0.011775435909392312,7.068495226284814,7.080270662194207
9,damped_h8,wind_h8,compressed_h2,False,8.883297435347993,5.674727076575871,0.3762162341957999,6.050943310771671
9,damped_h8,blur_h8,compressed_h2,False,8.883297435347993,10.909580407161561,0.40814548068576384,11.317725887847326
