t,U,B1,T1,E1,P1,B2,T2,E2,P2,s,theta,F1,F2
53.0,0.32895416827694285,0.13879698822457173,1.0,0.18221917736134843,0.8030992580230527,0.7038904932042633,0.01798914266558293,0.003798224144641705,0.2795707444303867,1.5,0.196,0.10621833163839427,0.20496659464681077
53.050000000000004,0.32896567123001463,0.13881166563566594,1.0,0.1822188001721236,0.8030020752960257,0.7040284192834425,0.0179421195605888,0.0037916120791642955,0.2795410387844308,1.5,0.196,0.10621975987181602,0.2049759131877425
53.1,0.328977119628973,0.13882628204647268,1.0,0.18221843783517727,0.802904983821712,0.7041659569713297,0.017895253335233077,0.003785017441930506,0.27951132791379507,1.5,0.196,0.10622117992979523,0.20498518442410343
53.150000000000006,0.3289885137982388,0.13884083767217842,1.0,0.18221808973257872,0.802807983542734,0.7043031064060341,0.01784854346016003,0.003778440185478491,0.27948161200425653,1.5,0.196,0.10622259188447183,0.20499440876104055
53.2,0.32899985407055393,0.13885533272795547,1.0,0.18221775525257414,0.8027110744014732,0.7044398677431881,0.017801989407724046,0.0037718802625043802,0.27945189123983893,1.5,0.196,0.1062239958106624,0.20500358660546394
53.25,0.3290111407866968,0.13886976742900883,1.0,0.18221743378968594,0.8026142563400592,0.7045762411559211,0.01775559065198308,0.00376533762586205,0.2794221658028086,1.5,0.196,0.10622539178576056,0.20501271836587565
53.300000000000004,0.3290223742952003,0.13888414199062107,1.0,0.18221712474480764,0.8025175293003596,0.7047122268348269,0.017709346668692127,0.0037588122285628733,0.2793924358736711,1.5,0.196,0.10622677988963901,0.2050218044522024
53.35,0.3290335549520729,0.13889845662819528,1.0,0.18221682752529433,0.8024208932239691,0.7048478249879235,0.017663256935296755,0.0037523040237754527,0.27936270163116844,1.5,0.196,0.1062281602045524,0.20503084527562979
53.400000000000006,0.32904468312052304,0.13891271155729595,1.0,0.18221654154504885,0.8023243480522009,0.7049830358406053,0.017617320930926706,0.0037458129648253297,0.27933296325227697,1.5,0.196,0.1062295328150419,0.20503984124844143
53.45,0.32905575917068636,0.13892690699368815,1.0,0.18221626622460355,0.8022278937260765,0.7051178596355887,0.01757153813638951,0.0037393390051946793,0.2793032209122057,1.5,0.196,0.10623089780784103,0.20504879278385954
53.5,0.32906678347935653,0.13894104315337463,1.0,0.18221600099119792,0.8021315301863177,0.705252296632851,0.017525908034164164,0.0037328820985219843,0.2792734747843955,1.5,0.196,0.10623225527178269,0.20505770029588974
53.550000000000004,0.3290777564297189,0.1389551202526313,1.0,0.18221574527885204,0.8020352573733374,0.7053863471095626,0.017480430108394885,0.0037264421986016928,0.27924372504051853,1.5,0.196,0.10623360529770756,0.20506656419916827
53.6,0.32908867841108763,0.1389691385080407,1.0,0.1822154985284359,0.8019390752272322,0.7055200113600122,0.01743510384488486,0.0037200192593838575,0.2792139718504785,1.5,0.196,0.10623494797837395,0.2050753849088124
53.650000000000006,0.3290995498186458,0.13898309813652393,1.0,0.18221526018773476,0.8018429836877743,0.7056532896955267,0.017389928731090094,0.0037136132349737585,0.27918421538241145,1.5,0.196,0.10623628340836888,0.205084162840274
53.7,0.3291103710531893,0.13899699935537058,1.0,0.18221502971151032,0.8017469826944045,0.7057861824443841,0.01734490425611327,0.0037072240796315104,0.27915445580268683,1.5,0.196,0.1062376116840206,0.20509289840919614
53.75,0.32912114252087354,0.13901084238226724,1.0,0.18221480656155825,0.8016510721862249,0.7059186899517214,0.01730002991069769,0.0037008517477716526,0.2791246932759096,1.5,0.196,0.10623893290331227,0.2051015920312726
53.800000000000004,0.32913186463296384,0.13902462743532415,1.0,0.18221459020676162,0.8015552521019929,0.7060508125794356,0.017255305187221227,0.003694496193962724,0.27909492796492236,1.5,0.196,0.10624024716579729,0.20511024412211032
53.85,0.32914253780558894,0.13903835473310025,1.0,0.18221438012314062,0.8014595223801144,0.7061825507060803,0.017210729579690377,0.0036881573729268245,0.27906516003080806,1.5,0.196,0.10624155457251569,0.20511885509709485
53.900000000000006,0.3291531624594982,0.13905202449462675,1.0,0.18221417579389862,0.8013638829586385,0.7063139047267559,0.017166302583734305,0.0036818352395391594,0.27903538963289365,1.5,0.196,0.10624285522591208,0.2051274253712591
53.95,0.3291637390198219,0.13906563693942897,1.0,0.18221397670946446,0.8012683337752515,0.7064448750529955,0.01712202369659898,0.003675529748827572,0.2790056169287536,1.5,0.196,0.10624414922975481,0.20513595535915444
54.0,0.329174267915835,0.13907919228754675,1.0,0.18221378236753116,0.8011728747672722,0.7065754621126445,0.017077892417141336,0.00366924085597206,0.2789758420742143,1.5,0.196,0.10624543668905659,0.20514444547472524
54.050000000000004,0.3291847495807247,0.13909269075955336,1.0,0.18221359227309106,0.8010775058716465,0.7067056663497367,0.017033908245823487,0.003662968516304283,0.27894606522335863,1.5,0.196,0.10624671770999636,0.20515289613118617
54.1,0.329195184451361,0.1391061325765728,1.0,0.1822134059384675,0.8009822270249437,0.7068354882243645,0.016990070684707,0.0036567126853070515,0.2789162865285315,1.5,0.196,0.10624799239984276,0.2051613077409024
54.150000000000006,0.3292055729680709,0.13911951796029592,1.0,0.18221322288334313,0.8008870381633516,0.7069649282125448,0.0169463792374472,0.0036504733186138076,0.2788865061403451,1.5,0.196,0.10624926086687844,0.20516968071527264
54.2,0.3292159155744161,0.13913284713299487,1.0,0.18221304263478472,0.8007919392226731,0.7070939868060807,0.016902833409287533,0.003644250372008094,0.2788567242076851,1.5,0.196,0.1062505232203264,0.20517801546461498
54.25,0.32922621271697416,0.13914612031753631,1.0,0.18221286472726483,0.8006969301383223,0.7072226645124191,0.016859432707053975,0.0036380438014230075,0.278826940877717,1.5,0.196,0.106251779570277,0.20518631239805563
54.300000000000004,0.3292364648451232,0.13915933773739333,1.0,0.18221268870268012,0.8006020108453218,0.7073509618545033,0.016816176639149485,0.003631853562940646,0.2787971562958931,1.5,0.196,0.10625303002761691,0.20519457192342094
54.35,0.32924667241082994,0.1391724996166559,1.0,0.18221251411036657,0.800507181278299,0.7074788793706224,0.01677306471554851,0.0036256796127915416,0.27876737060595974,1.5,0.196,0.10625427470395891,0.2052027944471312
54.400000000000006,0.3292568358684414,0.1391856061800401,1.0,0.18221234050711152,0.8004124413714842,0.7076064176142565,0.01673009644779153,0.0036195219073540856,0.2787375839499649,1.5,0.196,0.10625551371157346,0.20521098037409824
54.45,0.3292669556744801,0.13919865765289632,1.0,0.18221216745716273,0.8003177910587077,0.7077335771539184,0.016687271348979647,0.003613380403153942,0.2787077964682661,1.5,0.196,0.10625674716332116,0.2052191301076251
54.5,0.32927703228744265,0.13921165426121576,1.0,0.18221199453223447,0.8002232302733983,0.7078603585729916,0.01664458893376924,0.0036072550568634508,0.27867800829953887,1.5,0.196,0.10625797517258688,0.20522724404930898
54.550000000000004,0.3292870661676019,0.13922459623163624,1.0,0.18221182131151054,0.8001287589485807,0.707986762469565,0.01660204871836664,0.003601145825301026,0.27864821958078545,1.5,0.196,0.10625919785321516,0.20523532259894617
54.6,0.32929705777681273,0.13923748379144654,1.0,0.18221164738164458,0.8000343770168747,0.7081127894562644,0.016559650220522873,0.003595052665430539,0.27861843044734375,1.5,0.196,0.10626041531944679,0.20524336615444094
54.650000000000006,0.32930700757832104,0.1392503171685897,1.0,0.18221147233675752,0.7999400844104937,0.7082384401600804,0.016517392959528417,0.0035889755343606992,0.27858864103289677,1.5,0.196,0.10626162768585674,0.20525137511171526
54.7,0.3293169160365766,0.1392630965916653,1.0,0.18221129577843231,0.7998458810612434,0.708363715222194,0.016475276456208044,0.0035829143893444234,0.2785588514694822,1.5,0.196,0.10626283506729359,0.20525934986462266
54.75,0.3293267836170491,0.13927582228993043,1.0,0.18221111731570594,0.7997517669005215,0.708488615297799,0.016433300232915678,0.003576869187778198,0.2785290618875027,1.5,0.196,0.10626403757882003,0.2052672908048645
54.800000000000004,0.32933661078604787,0.1392884944933,1.0,0.18221093656505885,0.799657741859317,0.708613141055922,0.016391463813529298,0.003570839887201433,0.27849927241573563,1.5,0.196,0.10626523533565466,0.2052751983219082
54.85,0.329346398010545,0.13930111343234558,1.0,0.1822107531504018,0.79956380586821,0.7087372931792388,0.016349766723445902,0.0035648264452958133,0.2784694831813442,1.5,0.196,0.10626642845311532,0.20528307280290803
54.900000000000006,0.329356145758002,0.13931367933829367,1.0,0.1822105667030602,0.7994699588573713,0.7088610723638902,0.0163082084895765,0.0035588288198846367,0.27843969430988785,1.5,0.196,0.10626761704656339,0.2052909146326297
54.95,0.3293658544961998,0.13932619244302272,1.0,0.18221037686175615,0.7993762007565632,0.7089844793192933,0.016266788640341142,0.003552846968932151,0.27840990592533377,1.5,0.196,0.10626880123134964,0.20529872419337572
