theta,s,open_regime,closed_regime,final_regime,B_open,B_closed
0.24,1.2000000000000002,open,closed,bistable,0.04852624897798534,1.0
0.24,1.2500000000000002,open,closed,bistable,0.05339614446488535,1.0
0.24,1.3000000000000003,open,closed,bistable,0.058726213242401674,1.0
0.24,1.35,open,closed,bistable,0.06455362670684572,1.0
0.24,1.4000000000000004,open,closed,bistable,0.07091717063840117,1.0
0.24,1.4500000000000002,open,closed,bistable,0.07785699784596214,1.0
0.24,1.5000000000000004,open,closed,bistable,0.08541429933507384,1.0
0.24,1.5500000000000003,open,closed,bistable,0.09363088561371687,1.0
0.24,1.6,open,closed,bistable,0.10254867196573812,1.0
0.25,0.4,open,open,open,0.007999427845459171,0.007999429277509388
0.25,0.45,open,open,open,0.008835674799383256,0.008835676346027744
0.25,0.5,open,open,open,0.009758626361944037,0.009758628067113492
0.25,0.55,open,open,open,0.010777111094910783,0.01077711302415578
0.25,0.6000000000000001,open,open,open,0.011900819942098673,0.011900822196784426
0.25,0.6500000000000001,open,open,open,0.013140382052732486,0.0131403847972061
0.25,0.7000000000000001,open,open,open,0.014507445269725631,0.014507448787736405
0.25,0.7500000000000001,open,open,open,0.01601476104973562,0.01601476587352751
0.25,0.8,open,open,open,0.017676273405041135,0.017676280649059337
0.25,0.8500000000000001,open,open,open,0.019507211232830363,0.01950722361015694
0.25,0.9000000000000001,open,open,open,0.02152418311634536,0.0215242088486187
0.25,0.9500000000000002,open,open,open,0.023745273334684517,0.02374534774506953
0.25,1.0,open,open,open,0.02619013739378007,0.026190551803084893
0.25,1.0500000000000003,open,open,open,0.028880094880336465,0.028894107351297767
0.25,1.1,open,closed,bistable,0.03183821683499019,0.7102867677967555
0.25,1.1500000000000001,open,closed,bistable,0.035089404135349556,1.0
0.25,1.2000000000000002,open,closed,bistable,0.03866045257395966,1.0
0.25,1.2500000000000002,open,closed,bistable,0.04258009941906467,1.0
0.25,1.3000000000000003,open,closed,bistable,0.0468790452780003,1.0
0.25,1.35,open,closed,bistable,0.05158994408165972,1.0
0.25,1.4000000000000004,open,closed,bistable,0.056747353033139464,1.0
0.25,1.4500000000000002,open,closed,bistable,0.06238763350051601,1.0
0.25,1.5000000000000004,open,closed,bistable,0.06854879319932256,1.0
0.25,1.5500000000000003,open,closed,bistable,0.07527025975265433,1.0
0.25,1.6,open,closed,bistable,0.08259257601152417,1.0
0.26,0.4,open,open,open,0.006326643715324867,0.006326645076931009
0.26,0.45,open,open,open,0.0069890120674981895,0.006989013515652405
0.26,0.5,open,open,open,0.007720280177020764,0.007720281743301883
0.26,0.55,open,open,open,0.008527514301493235,0.008527516031835842
0.26,0.6000000000000001,open,open,open,0.009418482587767561,0.009418484550850894
0.26,0.6500000000000001,open,open,open,0.010401719559614607,0.010401721861934306
0.26,0.7000000000000001,open,open,open,0.011486595298020381,0.011486598113010347
0.26,0.7500000000000001,open,open,open,0.012683389344982405,0.012683392974152026
0.26,0.8,open,open,open,0.014003369264845982,0.014003374279417155
0.26,0.8500000000000001,open,open,open,0.015458873669766464,0.015458881283105434
0.26,0.9000000000000001,open,open,open,0.017063399351031582,0.017063412581854735
0.26,0.9500000000000002,open,open,open,0.018831691947939863,0.018831720276832938
0.26,1.0,open,open,open,0.02077983932194747,0.020779926296550524
0.26,1.0500000000000003,open,open,open,0.022925366476305428,0.022925932064493896
0.26,1.1,open,open,open,0.025287330460393463,0.025323955765466675
0.26,1.1500000000000001,open,closed,bistable,0.02788641321356674,0.8741468385953559
0.26,1.2000000000000002,open,closed,bistable,0.030745009726871185,1.0
0.26,1.2500000000000002,open,closed,bistable,0.03388730822639624,1.0
0.26,1.3000000000000003,open,closed,bistable,0.03733935830800566,1.0
0.26,1.35,open,closed,bistable,0.04112912208599082,1.0
0.26,1.4000000000000004,open,closed,bistable,0.045286502475326035,1.0
0.26,1.4500000000000002,open,closed,bistable,0.049843341741808045,1.0
0.26,1.5000000000000004,open,closed,bistable,0.05483338248014022,1.0
0.26,1.5500000000000003,open,closed,bistable,0.06029218229617515,1.0
0.26,1.6,open,closed,bistable,0.06625697278478246,1.0
0.27,0.4,open,open,open,0.0050022865188333295,0.005002287826797831
0.27,0.45,open,open,open,0.005526620873110859,0.005526622247092666
0.27,0.5,open,open,open,0.006105636235432068,0.0061056376986017334
0.27,0.55,open,open,open,0.006744972211862734,0.006744973797277926
0.27,0.6000000000000001,open,open,open,0.007450835829378948,0.00745083758521066
0.27,0.6500000000000001,open,open,open,0.008230055374887732,0.008230057373295524
0.27,0.7000000000000001,open,open,open,0.009090138583074057,0.009090140936307596
0.27,0.7500000000000001,open,open,open,0.010039335337283975,0.010039338229129528
0.27,0.8,open,open,open,0.011086705000404894,0.011086708752963812
0.27,0.8500000000000001,open,open,open,0.012242188426756638,0.01224219365734509
0.27,0.9000000000000001,open,open,open,0.013516684616719309,0.013516692658513596
0.27,0.9500000000000002,open,open,open,0.01492213185767807,0.01492214611190187
0.27,1.0,open,open,open,0.016471593041382716,0.01647162464579504
0.27,1.0500000000000003,open,open,open,0.018179344651518776,0.018179449012302347
0.27,1.1,open,open,open,0.020060968667706104,0.020061796218525167
0.27,1.1500000000000001,open,open,open,0.022133446323969005,0.022275211297165195
0.27,1.2000000000000002,open,closed,bistable,0.024415252281102192,0.9471203299962955
0.27,1.2500000000000002,open,closed,bistable,0.02692644731342793,1.0
0.27,1.3000000000000003,open,closed,bistable,0.02968876706222775,1.0
0.27,1.35,open,closed,bistable,0.03272570376390529,1.0
0.27,1.4000000000000004,open,closed,bistable,0.03606257711813306,1.0
0.27,1.4500000000000002,open,closed,bistable,0.03972658962412741,1.0
0.27,1.5000000000000004,open,closed,bistable,0.04374686079631103,1.0
0.27,1.5500000000000003,open,closed,bistable,0.048154433702967674,1.0
0.27,1.6,open,closed,bistable,0.05298224630136206,1.0
0.28,0.4,open,open,open,0.003954298396777774,0.003954299663567852
0.28,0.45,open,open,open,0.004369170868031618,0.004369172185564508
0.28,0.5,open,open,open,0.004827396129701917,0.004827397515254135
0.28,0.55,open,open,open,0.005333465149270236,0.005333466627132241
0.28,0.6000000000000001,open,open,open,0.005892325247572943,0.005892326852459784
0.28,0.6500000000000001,open,open,open,0.006509424450279338,0.006509426232842932
0.28,0.7000000000000001,open,open,open,0.007190759680827821,0.007190761717100349
0.28,0.7500000000000001,open,open,open,0.007942929014154214,0.007942931422858715
0.28,0.8,open,open,open,0.008773188192531277,0.00877319116928641
0.28,0.8500000000000001,open,open,open,0.0096895115759645,0.00968951546682053
0.28,0.9000000000000001,open,open,open,0.01070065765685389,0.010700663133772775
0.28,0.9500000000000002,open,open,open,0.011816239208383096,0.011816247750115734
0.28,1.0,open,open,open,0.013046798053932758,0.013046813543238812
0.28,1.0500000000000003,open,open,open,0.014403884335481197,0.014403920118443573
0.28,1.1,open,open,open,0.015900140016265912,0.015900269099529473
0.28,1.1500000000000001,open,open,open,0.017549386169754027,0.017550709941904816
0.28,1.2000000000000002,open,open,open,0.019366713375047934,0.02046279559269731
0.28,1.2500000000000002,open,closed,bistable,0.0213685742491856,0.99363253175794
0.28,1.3000000000000003,open,closed,bistable,0.02357287678970593,1.0
0.28,1.35,open,closed,bistable,0.025999076766508127,1.0
0.28,1.4000000000000004,open,closed,bistable,0.028668266881252017,1.0
0.28,1.4500000000000002,open,closed,bistable,0.03160325979800405,1.0
0.28,1.5000000000000004,open,closed,bistable,0.034828661436860114,1.0
0.28,1.5500000000000003,open,closed,bistable,0.03837093011530819,1.0
0.28,1.6,open,closed,bistable,0.04225841623190955,1.0
0.29,0.4,open,open,open,0.0031253291099624593,0.0031253303449513925
0.29,0.45,open,open,open,0.0034534705145343697,0.003453471788757357
0.29,0.5,open,open,open,0.0038159560364419078,0.0038159573629430936
0.29,0.55,open,open,open,0.0042163557198783,0.004216357116797302
0.29,0.6000000000000001,open,open,open,0.004658605181241132,0.0046586066741300105
0.29,0.6500000000000001,open,open,open,0.005147041786662147,0.005147043412077061
0.29,0.7000000000000001,open,open,open,0.005686444119826752,0.005686445931165369
0.29,0.7500000000000001,open,open,open,0.006282074970244179,0.0062820770478486145
0.29,0.8,open,open,open,0.006939728070384005,0.006939730540283935
0.29,0.8500000000000001,open,open,open,0.00766577880241689,0.00766578187380408
0.29,0.9000000000000001,open,open,open,0.008467239079824785,0.00846724312668421
0.29,0.9500000000000002,open,open,open,0.009351816583573664,0.009351822342864899
0.29,1.0,open,open,open,0.010327978494038416,0.010327987622239763
0.29,1.0500000000000003,open,open,open,0.011405019804980735,0.01140503679613939
0.29,1.1,open,open,open,0.012593136230433882,0.012593177421717257
0.29,1.1500000000000001,open,open,open,0.013903501614348208,0.013903667116698793
0.29,1.2000000000000002,open,open,open,0.015348349620393388,0.015350735254695144
0.29,1.2500000000000002,open,open,open,0.016941059308522674,0.0527912270468352
0.29,1.3000000000000003,open,closed,bistable,0.018696243987915223,1.0
0.29,1.35,open,closed,bistable,0.020629842463951113,1.0
0.29,1.4000000000000004,open,closed,bistable,0.022759211460464585,1.0
0.29,1.4500000000000002,open,closed,bistable,0.025103217587896954,1.0
0.29,1.5000000000000004,open,closed,bistable,0.02768232673379343,1.0
0.29,1.5500000000000003,open,closed,bistable,0.03051868816653748,1.0
0.29,1.6,open,closed,bistable,0.03363620996163586,1.0
0.3,0.4,open,open,open,0.002469807734517319,0.002469808944825917
0.3,0.45,open,open,open,0.002729274156854259,0.0027292753976383534
0.3,0.5,open,open,open,0.003015930977865912,0.0030159322590710947
0.3,0.55,open,open,open,0.003332612287160935,0.0033326136225042724
0.3,0.6000000000000001,open,open,open,0.003682444126475424,0.0036824455350752366
0.3,0.6500000000000001,open,open,open,0.0040688737828720204,0.004068875291687484
0.3,0.7000000000000001,open,open,open,0.004495701841626698,0.004495703489246197
0.3,0.7500000000000001,open,open,open,0.004967117216519798,0.0049671190593728555
0.3,0.8,open,open,open,0.005487735381836285,0.005487737505072257
0.3,0.8500000000000001,open,open,open,0.006062640034015774,0.006062642571938568
0.3,0.9000000000000001,open,open,open,0.006697428410462131,0.006697431587882442
0.3,0.9500000000000002,open,open,open,0.007398260487126274,0.007398264710716368
0.3,1.0,open,open,open,0.008171912263365819,0.008171918347694101
0.3,1.0500000000000003,open,open,open,0.009025833320094169,0.009025843139960648
0.3,1.1,open,open,open,0.009968208802690172,0.009968227636371545
0.3,1.1500000000000001,open,open,open,0.011008025930285475,0.01100807424835038
0.3,1.2000000000000002,open,open,open,0.012155145063926547,0.012155366682461612
0.3,1.2500000000000002,open,open,open,0.01342037527297925,0.01342545891457746
0.3,1.3000000000000003,open,closed,bistable,0.014815554216378363,0.7048954074684312
0.3,1.35,open,closed,bistable,0.016353631996341666,1.0
0.3,1.4000000000000004,open,closed,bistable,0.018048758439405718,1.0
0.3,1.4500000000000002,open,closed,bistable,0.019916373004601317,1.0
0.3,1.5000000000000004,open,closed,bistable,0.02197329620201602,1.0
0.3,1.5500000000000003,open,closed,bistable,0.02423782101722181,1.0
0.3,1.6,open,closed,bistable,0.02672980236864109,1.0
0.31,0.4,open,open,open,0.0019515692455961786,0.0019515704366786957
0.31,0.45,open,open,open,0.002156686197930754,0.002156687412770463
0.31,0.5,open,open,open,0.0023833192857218603,0.0023833205319601647
0.31,0.55,open,open,open,0.002633715945959354,0.0026337172340702097
0.31,0.6000000000000001,open,open,open,0.0029103562181172476,0.002910357562586372
0.31,0.6500000000000001,open,open,open,0.003215976330973812,0.003215977752016695
0.31,0.7000000000000001,open,open,open,0.0035535945699849735,0.003553596096115301
0.31,0.7500000000000001,open,open,open,0.003926539619756264,0.003926541291795762
0.31,0.8,open,open,open,0.004338481586403501,0.004338483464128758
0.31,0.8500000000000001,open,open,open,0.004793465913619443,0.004793468087555954
0.31,0.9000000000000001,open,open,open,0.005295950413432035,0.005295953027285531
0.31,0.9500000000000002,open,open,open,0.005850845637131299,0.0058508489337427945
0.31,1.0,open,open,open,0.0064635588126162056,0.006463563237032876
0.31,1.0500000000000003,open,open,open,0.007140041570160537,0.007140048030056192
0.31,1.1,open,open,open,0.007886841667678793,0.007886852308029798
0.31,1.1500000000000001,open,open,open,0.00871115890695276,0.008711180024900728
0.31,1.2000000000000002,open,open,open,0.009620905401442396,0.009620963318849178
0.31,1.2500000000000002,open,open,open,0.010624770311173067,0.010625083486311429
0.31,1.3000000000000003,open,open,open,0.011732289097023778,0.011746213306067777
0.31,1.35,open,closed,bistable,0.012953917261037274,0.9117724165367926
0.31,1.4000000000000004,open,closed,bistable,0.014301108425775927,1.0
0.31,1.4500000000000002,open,closed,bistable,0.015786396457968227,1.0
0.31,1.5000000000000004,open,closed,bistable,0.01742348115246465,1.0
0.31,1.5500000000000003,open,closed,bistable,0.0192273167536393,1.0
0.31,1.6,open,closed,bistable,0.02121420229381283,1.0
0.32,0.4,open,open,open,0.0015419418151519165,0.001541942991212907
0.32,0.45,open,open,open,0.001704064270268867,0.001704065464901957
0.32,0.5,open,open,open,0.0018832061067564426,0.0018832073258676035
0.32,0.55,open,open,open,0.002081148042791765,0.0020811492944390196
0.32,0.6000000000000001,open,open,open,0.002299855770153998,0.002299857065419287
0.32,0.6500000000000001,open,open,open,0.0025414988654089447,0.0025415002196446644
0.32,0.7000000000000001,open,open,open,0.0028084715654855107,0.002808473000123592
0.32,0.7500000000000001,open,open,open,0.0031034155754632044,0.0031034171207231977
0.32,0.8,open,open,open,0.0034292450876547264,0.003429246786804958
0.32,0.8500000000000001,open,open,open,0.0037891742020781834,0.0037891761185944615
0.32,0.9000000000000001,open,open,open,0.004186746948819198,0.004186749179258568
0.32,0.9500000000000002,open,open,open,0.004625870122125898,0.004625872820911236
0.32,1.0,open,open,open,0.0051108491437647065,0.005110852574616231
0.32,1.0500000000000003,open,open,open,0.005646427178430411,0.005646431831615392
0.32,1.1,open,open,open,0.006237827725879635,0.006237834621370644
0.32,1.1500000000000001,open,open,open,0.006890800911718501,0.006890812531753828
0.32,1.2000000000000002,open,open,open,0.0076116736898869395,0.007611697675004003
0.32,1.2500000000000002,open,open,open,0.008407404152931819,0.008407475348609462
0.32,1.3000000000000003,open,open,open,0.009285640118783134,0.00928611409666771
0.32,1.35,open,open,open,0.010254782122040045,0.010312253018317038
0.32,1.4000000000000004,open,closed,bistable,0.011324050880198742,0.9820860349959226
0.32,1.4500000000000002,open,closed,bistable,0.012503559226547773,1.0
0.32,1.5000000000000004,open,closed,bistable,0.01380438839652348,1.0
0.32,1.5500000000000003,open,closed,bistable,0.01523866841715507,1.0
0.32,1.6,open,closed,bistable,0.01681966217287045,1.0
