rhoP,theta,s,open_regime,closed_regime,final_regime,B_open,B_closed,P_open,P_closed,U_open,U_closed
0.01,0.29473684210526313,0.9789473684210527,open,open,open,0.01219308019374835,0.018216897085068476,0.9008073558569843,0.2736795248052136,0.11306897349459882,0.3225717287228423
0.01,0.29473684210526313,1.0473684210526315,open,open,open,0.01225090122222434,0.019434854872756223,0.9006435255809404,0.26552622672312287,0.11306933210012649,0.32317204750563155
0.01,0.29473684210526313,1.1157894736842104,open,open,open,0.012311760527957703,0.020918509719133595,0.9004737031520574,0.2569790422569017,0.1130697092971609,0.3239117512962207
0.01,0.29473684210526313,1.1842105263157894,open,open,open,0.012375823501301642,0.022532916524563594,0.9002977307137061,0.24856555188362506,0.11307010609453605,0.32471273611840407
0.01,0.29473684210526313,1.2526315789473683,open,open,open,0.01244326480882371,0.02443656705281813,0.9001154529025873,0.23925809621715288,0.11307052355785999,0.32567380929464507
0.01,0.29473684210526313,1.3210526315789475,open,open,open,0.012514268912957401,0.026597532522507215,0.8999267176528173,0.22803308624593938,0.1130709628127565,0.3267985541392847
0.01,0.29473684210526313,1.3894736842105264,open,closed,bistable,0.012589030617764133,0.911587889088,0.8997313770541678,0.08092346572874275,0.11307142504828878,0.7451941201595073
0.01,0.29473684210526313,1.4578947368421054,open,closed,bistable,0.012667755641440069,1.0,0.8995292882613309,0.09232570345542804,0.11307191152057344,0.7669748829784613
0.01,0.29473684210526313,1.5263157894736843,open,closed,bistable,0.012750661216078712,1.0,0.8993203144498604,0.09279477469371678,0.11307242355659546,0.769224040114934
0.01,0.29473684210526313,1.5947368421052632,open,closed,bistable,0.012837976715043489,1.0,0.8991043258131513,0.09290897345550067,0.11307296255823283,0.770327979031975
0.01,0.29473684210526313,1.6631578947368422,open,closed,bistable,0.012929944308110066,1.0,0.8988812005935316,0.09293518329234224,0.11307353000649814,0.7709421174067426
0.01,0.29473684210526313,1.731578947368421,open,closed,bistable,0.013026819644299059,1.0,0.8986508261391623,0.09292281577691858,0.113074127466008,0.7712861001431179
0.01,0.29473684210526313,1.8,open,closed,bistable,0.013128872562029017,1.0,0.8984130999772044,0.09289733699027794,0.11307475658968551,0.7714816093648041
0.01,0.30736842105263157,0.5,open,open,open,0.010785188980043022,0.011932565754467918,0.9020609840447871,0.3341347378947816,0.11721628760501389,0.31950626081907496
0.01,0.30736842105263157,0.5684210526315789,open,open,open,0.010873758968213167,0.012286752450571582,0.9019007520433481,0.32514824058963554,0.11693254329602533,0.31971296792973514
0.01,0.30736842105263157,0.6368421052631579,open,open,open,0.010963939759503041,0.012711655815622674,0.9017374660635581,0.3158252761696305,0.11664974787912943,0.3199540689700516
0.01,0.30736842105263157,0.7052631578947368,open,open,open,0.011055792424630461,0.013212638709951508,0.9015710759678958,0.30643437993078826,0.11636792072121811,0.3202299246945496
0.01,0.30736842105263157,0.7736842105263158,open,open,open,0.011149381390629471,0.013754161469201274,0.9014015337484818,0.2973158414989327,0.11608708237803196,0.3205196935242598
0.01,0.30736842105263157,0.8421052631578947,open,open,open,0.011300868600462753,0.014425648988622515,0.9012178666831282,0.2880694355438911,0.11552817945192573,0.3208723401686058
0.01,0.30736842105263157,0.9105263157894737,open,open,open,0.011511614631213793,0.01511380024482718,0.9010239825347932,0.2792533269963619,0.11469762499075631,0.32122698382634945
0.01,0.30736842105263157,0.9789473684210527,open,open,open,0.011901158085855769,0.015957415191653765,0.9008067401429672,0.27022963926822635,0.11306766935608602,0.32166273364138354
0.01,0.30736842105263157,1.0473684210526315,open,open,open,0.011944156641107661,0.016931273276722617,0.9006428064947579,0.26120339912249924,0.1130679584728454,0.3221664107976183
0.01,0.30736842105263157,1.1157894736842104,open,open,open,0.011989420521930035,0.01800758323271426,0.9004728669969,0.25235480069410404,0.11306826228416571,0.3227209080865612
0.01,0.30736842105263157,1.1842105263157894,open,open,open,0.012037073795252913,0.01921672944602494,0.9002967621826334,0.2434999385235243,0.11306858156844177,0.3233424436052253
0.01,0.30736842105263157,1.2526315789473683,open,open,open,0.012087247584782034,0.020635091290194887,0.9001143349069434,0.23411105105308147,0.11306891714676952,0.3240779202919601
0.01,0.30736842105263157,1.3210526315789475,open,open,open,0.012140080479732123,0.022281467905460407,0.8999254311345409,0.22357686697170948,0.11306926988536246,0.32494803307446196
0.01,0.30736842105263157,1.3894736842105264,open,open,open,0.012195718966086753,0.024131637230006314,0.8997299007808595,0.20987414735610396,0.1130696406981146,0.3259739014111973
0.01,0.30736842105263157,1.4578947368421054,open,closed,bistable,0.012254317881288414,0.9498132391937029,0.899527598602863,0.08326629076900001,0.11307003054931766,0.7572662743162238
0.01,0.30736842105263157,1.5263157894736843,open,closed,bistable,0.012316040893229746,1.0,0.8993183851353471,0.09236085949215993,0.11307044045654675,0.7679385913801561
0.01,0.30736842105263157,1.5947368421052632,open,closed,bistable,0.012381061004365307,1.0,0.8991021276670798,0.09270101433232195,0.11307087149372284,0.7696523050736412
0.01,0.30736842105263157,1.6631578947368422,open,closed,bistable,0.012449561081694533,1.0,0.898878701249867,0.09280609941980197,0.11307132479436578,0.770530224093298
0.01,0.30736842105263157,1.731578947368421,open,closed,bistable,0.012521734413270535,1.0,0.8986479897323181,0.09287886301053962,0.11307180155504844,0.7710984793184109
0.01,0.30736842105263157,1.8,open,closed,bistable,0.012597785291767187,1.0,0.898409886808807,0.09289740995267533,0.11307230303906708,0.7714162636501677
0.01,0.32,0.5,open,open,open,0.010447800492954984,0.011271414014111018,0.9021122190394265,0.33367554531363164,0.11807288024093371,0.31925425044344913
0.01,0.32,0.5684210526315789,open,open,open,0.010472953211458646,0.011575739540798755,0.9019642707771853,0.3242413080501181,0.11807307486435298,0.31944615442687213
0.01,0.32,0.6368421052631579,open,open,open,0.010554675072372972,0.0119070251453917,0.9017960422793216,0.31457611248344364,0.11778658962796325,0.31965177559429525
0.01,0.32,0.7052631578947368,open,open,open,0.010582325972054359,0.012258280897268985,0.9016378799820627,0.3050126286396047,0.11778680210350308,0.319864234564339
0.01,0.32,0.7736842105263158,open,open,open,0.010666659256579048,0.012635743059536323,0.9014617560967131,0.29568996572117057,0.11750122283821153,0.3200842417042749
0.01,0.32,0.8421052631578947,open,open,open,0.010752459044046356,0.013113639291261083,0.9012822268906989,0.2862829308225932,0.11721655737320956,0.32035163425978086
0.01,0.32,0.9105263157894737,open,open,open,0.010839780779411416,0.013669194085968022,0.9010992462176697,0.27689034722950034,0.11693282291517809,0.3206557236569639
0.01,0.32,0.9789473684210527,open,open,open,0.010928683001371066,0.01429907409198915,0.900912771478932,0.2675330828085764,0.11665003772460313,0.32099669166891914
0.01,0.32,1.0473684210526315,open,open,open,0.011019227559807287,0.014979620837328258,0.9007227641670088,0.25837688520322255,0.1163682211812035,0.3213622409782864
0.01,0.32,1.1157894736842104,open,open,open,0.01116773215508768,0.015807283952842404,0.9005243721043426,0.24903683731968101,0.11580729539817379,0.3218073799192738
0.01,0.32,1.1842105263157894,open,open,open,0.011318588942177195,0.016726050111811216,0.9003254440661793,0.2397828762913141,0.11525047429739459,0.3222993068339986
0.01,0.32,1.2526315789473683,open,open,open,0.011822536994762307,0.01777835612274771,0.9001135028508757,0.23031582223947972,0.11306772279464866,0.32286272531191745
0.01,0.32,1.3210526315789475,open,open,open,0.011861824970102448,0.019017846053342665,0.8999244734812708,0.22011263124968358,0.11306801105891859,0.3235333208469862
0.01,0.32,1.3894736842105264,open,open,open,0.011903204598082012,0.020395689709386086,0.8997288016618571,0.2085599168444223,0.11306831372118187,0.32429411116381857
0.01,0.32,1.4578947368421054,open,open,open,0.011946792003421788,0.022020168423929648,0.8995263403478143,0.19129458934794122,0.11306863152441778,0.32526980199354394
0.01,0.32,1.5263157894736843,open,closed,bistable,0.011992710024937634,0.9750495186300852,0.8993169480874401,0.08478245917077379,0.11306896525117482,0.7638056938134863
0.01,0.32,1.5947368421052632,open,closed,bistable,0.012041088611556706,1.0,0.8991004899819994,0.09237011232899404,0.11306931572582574,0.7686383640831219
0.01,0.32,1.6631578947368422,open,closed,bistable,0.01209206524057996,1.0,0.8988768386774924,0.09267748425120134,0.11306968381697723,0.7700461157464634
0.01,0.32,1.731578947368421,open,closed,bistable,0.012145785359103824,1.0,0.8986458753800913,0.09279096171207156,0.11307007044004927,0.7707886461021768
0.01,0.32,1.8,open,closed,bistable,0.012202402849481398,1.0,0.8984074908858015,0.09280801590604998,0.11307047656003494,0.7711611731122183
0.02,0.08,0.5,intermediate,intermediate,intermediate,0.29526085755195597,0.3242848875832045,0.9146905740911649,0.7553377125840134,0.3283349517288672,0.3607267456592407
0.02,0.08,0.5684210526315789,intermediate,intermediate,intermediate,0.3140505576960276,0.3425073265944828,0.9124142833923693,0.7711361004741335,0.32938912660402236,0.3599964618092155
0.02,0.08,0.6368421052631579,intermediate,closed,bistable,0.33294055125353056,1.0,0.9100058417553926,0.16044579270763773,0.3306133298639838,0.7547986919035757
0.02,0.08,0.7052631578947368,intermediate,closed,bistable,0.35188500212120677,1.0,0.9074831802793246,0.14158748393339812,0.33197251642163306,0.7613621073484521
0.02,0.08,0.7736842105263158,intermediate,closed,bistable,0.3708464738553087,1.0,0.904863780730895,0.12836315149063518,0.3334408918386699,0.7649555885449985
0.02,0.08,0.8421052631578947,intermediate,closed,bistable,0.38987562598802533,1.0,0.9021447089932692,0.11801443816192618,0.3350013458267139,0.7673362029018743
0.02,0.08,0.9105263157894737,intermediate,closed,bistable,0.40890628165294507,1.0,0.8993387408854157,0.10987262836213242,0.3366501688642952,0.769046188298719
0.02,0.08,0.9789473684210527,intermediate,closed,bistable,0.4279591958340419,1.0,0.8964381805158036,0.10369666734318697,0.3383860413168915,0.7701426223981325
0.02,0.08,1.0473684210526315,intermediate,closed,bistable,0.44697659636681875,1.0,0.8934609193151662,0.09898596702115896,0.340202399851031,0.770960949521673
0.02,0.08,1.1157894736842104,intermediate,closed,bistable,0.4659869072824106,1.0,0.8903929344089068,0.09548106611307278,0.3421037011046719,0.7715703128844236
0.02,0.08,1.1842105263157894,intermediate,closed,bistable,0.4849802979063029,1.0,0.887232788701889,0.09289322868306597,0.344091441309897,0.7719393742455958
0.02,0.08,1.2526315789473683,intermediate,closed,bistable,0.5039492306022487,1.0,0.8839787247957084,0.09099814217910189,0.3461673842004613,0.7722031478622801
0.02,0.08,1.3210526315789475,intermediate,closed,bistable,0.5228880325286785,1.0,0.8806286745540378,0.08962286700077082,0.3483335531248182,0.772390554509982
0.02,0.08,1.3894736842105264,intermediate,closed,bistable,0.5417925205763217,1.0,0.8771802672930761,0.08869653564668334,0.35059222251631617,0.7726014428076968
0.02,0.08,1.4578947368421054,closed,closed,closed,0.5606596744548662,1.0,0.8736308364910518,0.08799069576661862,0.3529459090367053,0.7726935445454869
0.02,0.08,1.5263157894736843,closed,closed,closed,0.5794873520129145,1.0,0.8699774250417955,0.08748581735862597,0.35539736253991233,0.772758379871179
0.02,0.08,1.5947368421052632,closed,closed,closed,0.5983257785512515,1.0,0.8661728218824065,0.08712550357810016,0.35797199801461943,0.7728039832475765
0.02,0.08,1.6631578947368422,closed,closed,closed,0.6171261611125737,1.0,0.8622505701238421,0.08686876475718192,0.36065483300523127,0.772836036761782
0.02,0.08,1.731578947368421,closed,closed,closed,0.635943888252295,1.0,0.8581557151106978,0.08668602431631506,0.363476357313308,0.7728585581861382
0.02,0.08,1.8,closed,closed,closed,0.6547278645911452,1.0,0.8539275384763669,0.08655604820098192,0.3664182333802516,0.7728743801554336
0.02,0.09263157894736843,0.5,intermediate,intermediate,intermediate,0.2399128308304347,0.2657916634575208,0.91354790618035,0.7284554181577289,0.32609685029684266,0.3565657843852585
0.02,0.09263157894736843,0.5684210526315789,intermediate,intermediate,intermediate,0.25719847352260605,0.2838315334502786,0.9110870610822669,0.7440327232232576,0.3269487348286651,0.356723170413722
0.02,0.09263157894736843,0.6368421052631579,intermediate,closed,bistable,0.27472277192835465,1.0,0.9084731069835642,0.17374767991306522,0.3280049506357817,0.7470219466764244
0.02,0.09263157894736843,0.7052631578947368,intermediate,closed,bistable,0.29243138827664045,1.0,0.9057270418743869,0.1444312183136922,0.3292253809896427,0.7590901693533034
0.02,0.09263157894736843,0.7736842105263158,intermediate,closed,bistable,0.31027922349760784,1.0,0.9028694028069053,0.12921694266624892,0.33057874644495844,0.7640204153707281
0.02,0.09263157894736843,0.8421052631578947,intermediate,closed,bistable,0.3283087499577872,1.0,0.8998940534039042,0.11831503467342958,0.33204016431580174,0.7668707199298602
0.02,0.09263157894736843,0.9105263157894737,intermediate,closed,bistable,0.3464071807732637,1.0,0.896834633585351,0.11006321033069186,0.3336042528918375,0.768691891408252
0.02,0.09263157894736843,0.9789473684210527,intermediate,closed,bistable,0.36462842416194496,1.0,0.8936717693009196,0.10374847706844746,0.33526395550642624,0.7699604892481339
0.02,0.09263157894736843,1.0473684210526315,intermediate,closed,bistable,0.38295090202998183,1.0,0.8904056962237187,0.0989871533017977,0.337019783598901,0.7709113573005423
0.02,0.09263157894736843,1.1157894736842104,intermediate,closed,bistable,0.40131583565986856,1.0,0.8870621691772886,0.0954703346802094,0.3388642216794998,0.7714491371893757
0.02,0.09263157894736843,1.1842105263157894,intermediate,closed,bistable,0.4197496656718932,1.0,0.8836211951086893,0.09289359380644802,0.3408028363135269,0.7719193287168689
0.02,0.09263157894736843,1.2526315789473683,intermediate,closed,bistable,0.43824125808975944,1.0,0.8800818851895033,0.09099833810778625,0.3428372756295542,0.7721901938639945
0.02,0.09263157894736843,1.3210526315789475,intermediate,closed,bistable,0.45678193436830555,1.0,0.8764429842078417,0.0896229699428692,0.3449694632416005,0.7723821898537969
0.02,0.09263157894736843,1.3894736842105264,intermediate,closed,bistable,0.4753650427884884,1.0,0.8727028854715005,0.08863132840330641,0.34720159173725373,0.7725177544903531
0.02,0.09263157894736843,1.4578947368421054,intermediate,closed,bistable,0.49398557545422944,1.0,0.8688596447757958,0.08799072217686103,0.3495361144110113,0.7726901989943044
0.02,0.09263157894736843,1.5263157894736843,intermediate,closed,bistable,0.5126398285131913,1.0,0.8649109931367526,0.08748583070078007,0.3519757357561899,0.7727562227485856
0.02,0.09263157894736843,1.5947368421052632,intermediate,closed,bistable,0.5313756631701355,1.0,0.8608042768578134,0.08712551026545365,0.3545455942519709,0.7728025924881141
0.02,0.09263157894736843,1.6631578947368422,closed,closed,closed,0.5501447752154934,1.0,0.8565793022506968,0.0868687680877077,0.3572310695924683,0.772835140096507
0.02,0.09263157894736843,1.731578947368421,closed,closed,closed,0.5690011111397455,1.0,0.8521751938481791,0.0866860259663571,0.3600625492253237,0.7728579800479541
0.02,0.09263157894736843,1.8,closed,closed,closed,0.5878946315341045,1.0,0.8476379992745213,0.0865560490148911,0.36302195886918887,0.7728740073594375
0.02,0.10526315789473684,0.5,open,intermediate,bistable,0.19238037904220026,0.21680804955411767,0.9124871847228551,0.6946186758206309,0.32442389970215657,0.3531663539584879
0.02,0.10526315789473684,0.5684210526315789,intermediate,intermediate,intermediate,0.20807673341605554,0.23336299280443926,0.9098463981517234,0.7120232615791495,0.32493039876775964,0.35364182972015645
0.02,0.10526315789473684,0.6368421052631579,intermediate,intermediate,intermediate,0.2240464531750792,0.25024354875999777,0.9070175739368631,0.726270572254691,0.32575452086446166,0.3542924170694976
0.02,0.10526315789473684,0.7052631578947368,intermediate,closed,bistable,0.24027870189850753,1.0,0.9040360072394833,0.15105193633647648,0.3267988830399775,0.7545285612474724
0.02,0.10526315789473684,0.7736842105263158,intermediate,closed,bistable,0.2568054283476376,1.0,0.9009097639118617,0.13093647227226934,0.32799716541080326,0.762364729543917
0.02,0.10526315789473684,0.8421052631578947,intermediate,closed,bistable,0.2735428508087714,1.0,0.8976686985312622,0.1189175677644564,0.3293349727998579,0.7660692325260771
0.02,0.10526315789473684,0.9105263157894737,intermediate,closed,bistable,0.29049354367765806,1.0,0.8943160964750126,0.11025651787511749,0.3307892146668679,0.7682881251825736
0.02,0.10526315789473684,0.9789473684210527,intermediate,closed,bistable,0.30762536561755605,1.0,0.8908645323881722,0.10380140088554504,0.3323504490038946,0.7697483452246725
0.02,0.10526315789473684,1.0473684210526315,intermediate,closed,bistable,0.3249510303521863,1.0,0.8872990955974974,0.0990040246979574,0.33401621472219417,0.7707477255591187
0.02,0.10526315789473684,1.1157894736842104,intermediate,closed,bistable,0.34240786625399755,1.0,0.8836516621120002,0.09547125457759623,0.33578008842368706,0.7714059847647442
0.02,0.10526315789473684,1.1842105263157894,intermediate,closed,bistable,0.36001731441115353,1.0,0.879899414172881,0.09289408651909715,0.3376459802608719,0.7718922717695854
0.02,0.10526315789473684,1.2526315789473683,intermediate,closed,bistable,0.3777645856619019,1.0,0.876042652157045,0.09099860263351885,0.33961544003725136,0.7721727724977931
0.02,0.10526315789473684,1.3210526315789475,intermediate,closed,bistable,0.3956378953433887,1.0,0.8720812378342706,0.0896231088086269,0.34169029594983985,0.7723709342361544
0.02,0.10526315789473684,1.3894736842105264,intermediate,closed,bistable,0.4136280160756735,1.0,0.868014614321727,0.08863140015307959,0.3438726545566424,0.7725104874899809
0.02,0.10526315789473684,1.4578947368421054,intermediate,closed,bistable,0.43177353766037635,1.0,0.8637925708814191,0.08799075759720289,0.34618230713754655,0.7726855453819897
0.02,0.10526315789473684,1.5263157894736843,intermediate,closed,bistable,0.4499794724794823,1.0,0.8595084274320586,0.08748584867974142,0.3485891939598024,0.7727533177569926
0.02,0.10526315789473684,1.5947368421052632,intermediate,closed,bistable,0.4683352509755544,1.0,0.855058043952213,0.08712551927588547,0.3511333474161181,0.7728007193459905
0.02,0.10526315789473684,1.6631578947368422,intermediate,closed,bistable,0.4867932651075829,1.0,0.8504884371758477,0.08686877257490387,0.35380069527695196,0.7728339323340006
0.02,0.10526315789473684,1.731578947368421,intermediate,closed,bistable,0.5053524526264188,1.0,0.8457970166179666,0.08668602818935693,0.35659487593609673,0.7728572012863754
0.02,0.10526315789473684,1.8,intermediate,closed,bistable,0.5240682085943602,1.0,0.8409118621741405,0.08655605011139308,0.3595487333345483,0.7728735051804357
0.02,0.11789473684210526,0.5,open,open,open,0.15213952105923637,0.1752144899650521,0.911568116965152,0.6600246353872253,0.3234130414952588,0.3493585992547985
0.02,0.11789473684210526,0.5684210526315789,open,open,open,0.16618742047645185,0.18996018426111047,0.9087555126963056,0.6783204598641523,0.3234442633583927,0.35016393157601616
0.02,0.11789473684210526,0.6368421052631579,open,intermediate,bistable,0.18050825237812718,0.20515888653086298,0.9057123049456882,0.6942313987925421,0.3239390030311875,0.3510168634695474
0.02,0.11789473684210526,0.7052631578947368,open,intermediate,bistable,0.19518921608011483,0.22079831552771156,0.9024738025489446,0.7073291891250638,0.32472417188777997,0.3520231126873744
0.02,0.11789473684210526,0.7736842105263158,intermediate,closed,bistable,0.21018372605636576,1.0,0.8990789249735338,0.1344243487611891,0.3257353217859351,0.7594027835137007
0.02,0.11789473684210526,0.8421052631578947,intermediate,closed,bistable,0.22548858823511408,1.0,0.8955462932418539,0.11983138389103659,0.32691367417205147,0.7648918447648536
0.02,0.11789473684210526,0.9105263157894737,intermediate,closed,bistable,0.24110287834492056,1.0,0.8918790792124495,0.11054867664129636,0.32822853125441287,0.767701129551665
0.02,0.11789473684210526,0.9789473684210527,intermediate,closed,bistable,0.25699074433786157,1.0,0.8880927434478695,0.10390643457722731,0.32966788514156375,0.769393571597423
0.02,0.11789473684210526,1.0473684210526315,intermediate,closed,bistable,0.27312115213505095,1.0,0.8842023772442308,0.09902179484761783,0.33122231928733337,0.7705593568627449
0.02,0.11789473684210526,1.1157894736842104,intermediate,closed,bistable,0.28946710185723323,1.0,0.8802227082385923,0.09546133790195771,0.33288453801588724,0.7712585771993672
0.02,0.11789473684210526,1.1842105263157894,intermediate,closed,bistable,0.30608571609239926,1.0,0.8760881356478408,0.09286344818111261,0.3346642400502811,0.7717699490428644
0.02,0.11789473684210526,1.2526315789473683,intermediate,closed,bistable,0.32287883446949733,1.0,0.8718764626586689,0.09099896002898146,0.33654953788453124,0.7721493567735993
0.02,0.11789473684210526,1.3210526315789475,intermediate,closed,bistable,0.33987130707368257,1.0,0.8675530788999941,0.08962329621850626,0.3385477832944838,0.7723557944338778
0.02,0.11789473684210526,1.3894736842105264,intermediate,closed,bistable,0.3570513043176133,1.0,0.8631188356382455,0.08863149691827134,0.3406610371177075,0.7725007077906116
0.02,0.11789473684210526,1.4578947368421054,intermediate,closed,bistable,0.3744095923768155,1.0,0.8585741048901949,0.0879197252047198,0.34289163549735757,0.7726022211900051
0.02,0.11789473684210526,1.5263157894736843,intermediate,closed,bistable,0.39193914011598474,1.0,0.853918806931403,0.08748587287164414,0.34524218834697895,0.7727493485247823
0.02,0.11789473684210526,1.5947368421052632,intermediate,closed,bistable,0.4096824402620527,1.0,0.8490876457693838,0.0871255314171185,0.34773663849912234,0.7727981967036195
0.02,0.11789473684210526,1.6631578947368422,intermediate,closed,bistable,0.4275922801948127,1.0,0.8441359295070429,0.08686877862069661,0.3503617668004006,0.7728323056236522
0.02,0.11789473684210526,1.731578947368421,intermediate,closed,bistable,0.4456671151767799,1.0,0.8390621897415537,0.08668603118433517,0.353121177655857,0.7728561523180297
0.02,0.11789473684210526,1.8,intermediate,closed,bistable,0.463960746920807,1.0,0.8337868721555777,0.08655605158862575,0.35604727181477613,0.7728728287301706
0.02,0.13052631578947368,0.5,open,open,open,0.11795021548921508,0.14034620055730385,0.9108784064593053,0.6277432653219074,0.3233779043127069,0.3451289034901914
0.02,0.13052631578947368,0.5684210526315789,open,open,open,0.13083830328275955,0.1532365510573815,0.907889704408622,0.6446673215600044,0.3226428992835928,0.3463440107241504
0.02,0.13052631578947368,0.6368421052631579,open,open,open,0.14359862228029863,0.1666198827898757,0.9046228562833952,0.6608951085890107,0.3226274202458346,0.34745820137213573
0.02,0.13052631578947368,0.7052631578947368,open,open,open,0.15660912342767885,0.1805574591939635,0.9011471835451373,0.6751499008705835,0.3230981527852494,0.348628469435907
0.02,0.13052631578947368,0.7736842105263158,open,closed,bistable,0.1700130272625123,0.9971006188789491,0.8974761868368129,0.1484705114149339,0.3238503773863349,0.7511357797777201
0.02,0.13052631578947368,0.8421052631578947,open,closed,bistable,0.18380996185004744,1.0,0.8936295297889879,0.12168533085682288,0.3248140938171447,0.7628218589392276
0.02,0.13052631578947368,0.9105263157894737,open,closed,bistable,0.1979604056158775,1.0,0.8896387146519162,0.11104054240073881,0.32595377097750006,0.7667909343686243
0.02,0.13052631578947368,0.9789473684210527,intermediate,closed,bistable,0.21246711765123447,1.0,0.8855024108326893,0.10406585387987852,0.32723842548389825,0.7688809201132367
0.02,0.13052631578947368,1.0473684210526315,intermediate,closed,bistable,0.2272968689550389,1.0,0.8812390622027764,0.09905673124649342,0.3286560779351266,0.7702428090880963
0.02,0.13052631578947368,1.1157894736842104,intermediate,closed,bistable,0.242420393590105,1.0,0.8768667615451567,0.09545213114565049,0.3301972501850555,0.7710900988400469
0.02,0.13052631578947368,1.1842105263157894,intermediate,closed,bistable,0.25785130742726925,1.0,0.8723570915410521,0.0928332457304631,0.3318605201433905,0.7716358082010684
0.02,0.13052631578947368,1.2526315789473683,intermediate,closed,bistable,0.2735286583686894,1.0,0.8677644875401732,0.09095328394473665,0.3336386488895624,0.7720357336987981
0.02,0.13052631578947368,1.3210526315789475,intermediate,closed,bistable,0.2894736451658558,1.0,0.8630506105014181,0.08962354929171357,0.3355369792150208,0.7723354407645829
0.02,0.13052631578947368,1.3894736842105264,intermediate,closed,bistable,0.30567185206212416,1.0,0.8582181798925705,0.08863162746893816,0.33755755347742883,0.7724875512336401
0.02,0.13052631578947368,1.4578947368421054,intermediate,closed,bistable,0.3221547483461568,1.0,0.8532051683494147,0.08791979176194256,0.3397181072082135,0.7725937238108456
0.02,0.13052631578947368,1.5263157894736843,intermediate,closed,bistable,0.3388290864044371,1.0,0.8481369004373956,0.08741060114254134,0.34199263723071216,0.7726677591163201
0.02,0.13052631578947368,1.5947368421052632,intermediate,closed,bistable,0.3557299419467469,1.0,0.8429548450010038,0.08712554777830077,0.34439714362348745,0.772794799706176
0.02,0.13052631578947368,1.6631578947368422,intermediate,closed,bistable,0.3729006722386456,1.0,0.8375815455061841,0.08686878676685483,0.34695733630733927,0.7728301147939615
0.02,0.13052631578947368,1.731578947368421,intermediate,closed,bistable,0.39029464544943204,1.0,0.8320857714912565,0.0866860352194979,0.34965901311673747,0.7728547394550209
0.02,0.13052631578947368,1.8,intermediate,closed,bistable,0.4079636724336973,1.0,0.8263797039345487,0.08655605357882468,0.35253386705837136,0.7728719175594816
0.02,0.1431578947368421,0.5,open,open,open,0.055756841122135435,0.11159990866982648,0.9084499559177996,0.5997809132836603,0.17228168067776486,0.34072893715118896
0.02,0.1431578947368421,0.5684210526315789,open,open,open,0.06215566206609209,0.12261166174854844,0.9084062591477077,0.6134506265255243,0.18814179131800698,0.34227306475556507
0.02,0.1431578947368421,0.6368421052631579,open,open,open,0.11242263516764002,0.13418758287317975,0.9038937805041882,0.6279012325902423,0.32210103093882664,0.3436880302063014
0.02,0.1431578947368421,0.7052631578947368,open,open,open,0.12398935744202585,0.14634298453513714,0.9001359904177898,0.641952635663276,0.3220150425029695,0.3450538740322027
0.02,0.1431578947368421,0.7736842105263158,open,open,open,0.13585382446395078,0.1590244896499813,0.8961618484806947,0.6547622759443029,0.32238888640306373,0.34643242202033825
0.02,0.1431578947368421,0.8421052631578947,open,closed,bistable,0.14808688208945697,1.0,0.8920040641822963,0.12628501618678595,0.3230823629880146,0.7587539508707695
0.02,0.1431578947368421,0.9105263157894737,open,closed,bistable,0.16073976080579835,1.0,0.8876596847902968,0.11194111879722195,0.32399534338471586,0.7653083596602372
0.02,0.1431578947368421,0.9789473684210527,open,closed,bistable,0.17377879006340916,1.0,0.8831648478569974,0.10428317968306647,0.32509285501941065,0.7681829433395535
0.02,0.1431578947368421,1.0473684210526315,open,closed,bistable,0.18721081668022146,1.0,0.8785131085259008,0.09909408390477069,0.3263435442721234,0.7698759508888681
0.02,0.1431578947368421,1.1157894736842104,intermediate,closed,bistable,0.2010057919206491,1.0,0.873726410596477,0.09544385544468581,0.327735512627357,0.7708910940277537
0.02,0.1431578947368421,1.1842105263157894,intermediate,closed,bistable,0.21513676057332634,1.0,0.8688263833916943,0.09283454210540545,0.32925924404872087,0.7715658811723319
0.02,0.1431578947368421,1.2526315789473683,intermediate,closed,bistable,0.2296188325788702,1.0,0.8637765535858417,0.09095395600965764,0.33091352628029713,0.7719919119715005
0.02,0.1431578947368421,1.3210526315789475,intermediate,closed,bistable,0.24443223814619006,1.0,0.8585827006789787,0.08956678080054455,0.33270000844745584,0.7722289902481094
0.02,0.1431578947368421,1.3894736842105264,intermediate,closed,bistable,0.2595203169982302,1.0,0.8533175064916987,0.08863180368740303,0.3346089290092941,0.7724698602063726
0.02,0.1431578947368421,1.4578947368421054,intermediate,closed,bistable,0.2749085348777767,1.0,0.847927774650054,0.08791988153462442,0.33664912325249197,0.7725822907770385
0.02,0.1431578947368421,1.5263157894736843,intermediate,closed,bistable,0.29058615740769667,1.0,0.8424172779062323,0.08741064646160232,0.338823155699813,0.7726603756514514
0.02,0.1431578947368421,1.5947368421052632,intermediate,closed,bistable,0.3065895214367462,1.0,0.8367063934867595,0.08712556977168466,0.34115278822698414,0.772790048552079
0.02,0.1431578947368421,1.6631578947368422,intermediate,closed,bistable,0.3228255318312981,1.0,0.8309580691228885,0.08686879774379012,0.3436056895313451,0.772827164493628
0.02,0.1431578947368421,1.731578947368421,intermediate,closed,bistable,0.3393815879303687,1.0,0.8250036708278891,0.0866860406563323,0.3462258009385982,0.7728528365788022
0.02,0.1431578947368421,1.8,intermediate,closed,bistable,0.35626258012500955,1.0,0.8188293598145434,0.08655605626018338,0.3490248527720982,0.7728706902742831
